i,j,goalCurrent
0,325,"[94.36016333073702, 32.82978700614989, -196.80726570771768, -61.30389107577763]"
0,326,"[93.59396980384747, 32.68863837575765, -197.5512361886197, -61.353140970306534]"
0,327,"[93.41700371451542, 32.65603757679698, -197.80243602124116, -61.43676600009962]"
0,328,"[93.12345077686936, 32.60195907881675, -198.07725908455853, -61.47812254643954]"
0,329,"[92.44606422146617, 32.465704223196475, -198.690044043316, -61.570337039784306]"
0,330,"[93.14008110237239, 32.471264497997886, -201.33599946203634, -64.01149097897765]"
0,331,"[92.3605663207264, 32.327978717253984, -202.14962456533164, -64.17853629793271]"
0,332,"[91.52116800265222, 32.173685500252496, -202.93681703677998, -64.29737939256324]"
0,333,"[91.73715328666451, 32.23645618514379, -202.69607338053504, -64.2610341248447]"
0,334,"[90.94461287266212, 32.1132132467597, -203.39971089669746, -64.3672628591783]"
0,335,"[90.90535451459468, 32.083230293681055, -203.4754641898022, -64.37869939612135]"
0,336,"[89.97413173482386, 31.900996119082098, -204.413073470399, -64.56576019020456]"
0,337,"[88.48424839008167, 31.648973578095408, -205.77057820740774, -64.77136272116049]"
0,338,"[87.7267075696622, 31.50943433768222, -206.48099539356562, -64.87895982010728]"
0,339,"[88.17902987438744, 31.381622284226797, -206.71626687175913, -65.50910690920644]"
0,340,"[87.10398102601324, 31.183597972314278, -207.6874753795823, -65.72020611982524]"
0,341,"[87.12025426484006, 31.186595507659895, -207.79420525170593, -65.71789475489145]"
0,342,"[86.45201824410368, 31.05386293478177, -208.40281217829005, -65.81007942108658]"
0,343,"[85.63376769730631, 30.903473568369897, -209.17072251706088, -65.92639350683764]"
0,344,"[84.8208610097889, 30.754066370090325, -209.93361776014248, -66.04194796449073]"
0,345,"[85.4920495937103, 30.877426661475283, -209.39085792744027, -66.00633794754208]"
0,346,"[85.80254361060686, 30.93449353256815, -209.22083294718908, -65.96202008600733]"
0,347,"[86.46604045582983, 31.056440130171914, -208.5976421747159, -65.8673169364612]"
0,348,"[86.22571414453141, 31.113588378863614, -205.42755369343666, -63.30797399652873]"
0,349,"[87.25042903912751, 31.3019246095625, -204.46508812735922, -63.16171297267642]"
0,350,"[86.55396735638502, 31.173919279645222, -205.23250211461686, -63.26112130501258]"
0,351,"[85.74800680381871, 31.025788737810792, -205.98943900849144, -63.376158781509275]"
0,352,"[87.03751960441588, 31.26279317834658, -204.7783625968885, -63.192102256635266]"
0,353,"[90.56336357404956, 31.910821392608998, -201.58030231363534, -62.68884661776276]"
0,354,"[89.70932721735133, 31.76547957830221, -202.32292563603067, -62.80171838168296]"
0,355,"[83.80474807098892, 28.382733546291973, -204.10342721555858, -64.12040627860478]"
0,356,"[83.5931846396184, 28.34385154747838, -204.3020946071695, -64.15060185454251]"
0,357,"[82.87119066074709, 28.211160520262375, -205.06577659924952, -64.31246129790092]"
0,358,"[84.74356733603116, 28.555273617669528, -203.305940754679, -64.0441324383926]"
0,359,"[83.45876140783615, 28.3191466922734, -204.51352230362733, -64.22825698659537]"
0,360,"[84.52833641245043, 28.538126798904777, -203.56564665964686, -64.12859395534345]"
0,361,"[81.76896948355483, 27.299274275922013, -205.85331884979368, -65.37633861153923]"
0,362,"[81.06715437241122, 27.17001309004374, -206.512979356654, -65.47723754397349]"
0,363,"[80.07007057032753, 26.995664586106923, -207.43843932226184, -65.55514798624462]"
0,364,"[73.33611419541114, 23.0417382140607, -212.5456786539776, -69.90554303721818]"
0,365,"[74.75824720367487, 23.32459614849079, -211.19844998864005, -69.699458503987]"
0,366,"[74.60935346519676, 23.297174059949345, -211.33838137462982, -69.72086370052715]"
0,367,"[91.44584358012271, 32.53305187269728, -202.9674255520359, -63.58704166452858]"
0,368,"[90.96022477581495, 32.45448420927145, -203.5290790252948, -63.718245630152005]"
0,369,"[90.26678570702747, 32.326772005005814, -204.18136617940354, -63.818339197878025]"
0,370,"[90.26354502677826, 32.31578590225134, -204.16495095460186, -63.8158202790168]"
0,371,"[91.84730797839799, 32.60682727557165, -202.70506657723604, -63.529279793143374]"
0,372,"[91.35748325510869, 32.516814272043206, -203.28067394575913, -63.599754766240565]"
0,373,"[92.32311301062244, 32.69426394017458, -202.37259667360902, -63.4608219443432]"
0,374,"[91.99461391860346, 32.63389706091534, -202.68151689658382, -63.50808571763137]"
0,375,"[91.2898975002073, 32.52723774228932, -203.38762752018363, -63.66122554560874]"
0,376,"[90.39926113498774, 32.38570159566018, -204.18314650240697, -63.783319957447844]"
0,377,"[90.92877010590082, 32.460731262484515, -203.81191943769204, -63.77145813560673]"
0,378,"[90.18949578264646, 32.336647878512984, -204.4754769098259, -63.81059904947619]"
0,379,"[89.88881184382052, 32.28127540419018, -204.75821370203, -63.853996847992434]"
0,380,"[89.45898207658135, 32.20212006971319, -205.1623878992205, -63.916034300700325]"
0,381,"[88.50460343781404, 32.02636639668458, -206.17397712163793, -64.05378004141117]"
0,382,"[87.77498004127744, 31.8920025429058, -206.8599862660292, -64.15908679400754]"
0,383,"[87.60185031005851, 31.86011982368287, -207.02276692704692, -64.18407465741637]"
0,384,"[87.9345914111558, 31.921395787236463, -206.7099158875228, -64.13605003954059]"
0,385,"[87.11332306372131, 31.770155050341735, -207.56994314284086, -64.31487408595801]"
0,386,"[86.4460565730019, 31.638383302052222, -208.1812245562407, -64.40900301652808]"
0,387,"[85.63835305544875, 31.4899688822791, -208.9419464341175, -64.5261437233386]"
0,388,"[84.95270733250017, 31.36398241579743, -209.5877102454474, -64.62558246894558]"
0,389,"[77.4832856730538, 27.34498936354759, -213.66452411954023, -67.2331156921426]"
0,390,"[78.70569654549986, 27.56960569418837, -212.5121806935831, -67.05511896292398]"
0,391,"[78.1751986934622, 27.472127437389922, -213.01227090552368, -67.13236539834816]"
0,392,"[77.39284216013453, 27.219636870353753, -216.9421613830825, -69.79135049203012]"
0,393,"[76.62984545480948, 27.0988791218162, -217.62895038417713, -69.8977633778692]"
0,394,"[75.88091414957364, 26.960965679968133, -218.33498571905955, -70.00715834105213]"
0,395,"[76.08851971519371, 27.087715818063664, -217.53824537826372, -69.38896552815957]"
0,396,"[75.73453672757842, 27.013528763310298, -217.98211154038734, -69.43805243373015]"
0,397,"[75.72951733170537, 27.012606496731195, -217.98684682017168, -69.43878620072776]"
0,398,"[75.68715243674427, 26.91615471649036, -218.62955622478358, -70.03280474605059]"
0,399,"[75.00013301116606, 26.808751103119672, -219.24322412434603, -70.12789717409922]"
0,400,"[74.27377244170675, 26.6749996389125, -220.01378988577488, -70.29294379515139]"
0,401,"[72.5944433095309, 26.133987983119823, -222.05255481862588, -71.19638806873296]"
0,402,"[72.2770069371506, 26.07540916396931, -222.5267441928943, -71.18356477725527]"
0,403,"[72.55045637269285, 26.117615092221968, -222.3843708637137, -71.14142509682237]"
0,404,"[71.13415601633146, 25.87436548341646, -223.68174794324713, -71.34192428414127]"
0,405,"[78.54044681435684, 30.24419500939983, -216.02364403591847, -65.56503745933277]"
0,406,"[77.54786881490726, 30.078590564200926, -216.9998714233231, -65.76655972770388]"
0,407,"[77.02383550458863, 29.959222874952832, -217.53623061303685, -65.84970598857782]"
0,408,"[70.09741009208507, 26.051801659179947, -221.08618551058584, -68.33625608459232]"
0,409,"[69.73957773590804, 25.985773279342016, -221.42302916294943, -68.38847349920977]"
0,410,"[70.01388690757453, 26.03638969193625, -221.16480963174737, -68.3484443752275]"
0,411,"[65.64364328296222, 23.646885329531703, -224.83112478128047, -71.0000385912423]"
0,412,"[64.76945016981342, 23.485576398323335, -225.6547809786561, -71.1281141540264]"
0,413,"[64.04127929871973, 23.35121196192312, -226.34085644837063, -71.23479641074472]"
0,414,"[63.53145174375997, 23.257136938047775, -226.82121098207654, -71.30948980519291]"
0,415,"[62.65629791055572, 23.095650731677885, -227.64577236048788, -71.4377061203576]"
0,416,"[61.48452510725955, 22.87943143679245, -228.74980523015302, -71.6093792426689]"
0,417,"[53.20105311524959, 18.707592122031244, -234.1836874518468, -75.13267852734496]"
0,418,"[52.27209210925017, 18.53617724268923, -235.1486198632366, -75.33044637635913]"
0,419,"[51.66527336712642, 18.424205092306337, -235.7673164658991, -75.35768127856183]"
0,420,"[61.146307656983595, 24.07086740351436, -233.56494266829802, -72.88971099818085]"
0,421,"[60.14378022518537, 23.899099756823663, -234.49605400163472, -72.96364943011906]"
0,422,"[60.40487974978048, 23.947380961520093, -234.34647470979374, -72.99138441728552]"
0,423,"[58.50447933838864, 23.082723060919545, -235.96075451284935, -73.91966076629305]"
0,424,"[57.60535690980051, 22.929104754829286, -236.76357617324587, -74.04455040553528]"
0,425,"[56.69439043549539, 22.76029126542061, -237.62004279668972, -74.17778523576153]"
0,426,"[62.639409044515695, 26.262196752671095, -231.5323801110818, -69.50796620289496]"
0,427,"[61.75504580482479, 26.09831317560437, -232.47880937538608, -69.63731013532502]"
0,428,"[61.980995606061164, 26.15175347585361, -232.20771316560803, -69.59513276338699]"
0,429,"[61.410958122412865, 26.046121572567028, -232.74357109453203, -69.67850198198535]"
0,430,"[60.480981994902066, 25.87379053964734, -233.7222176101109, -69.88618198073058]"
0,431,"[59.57832496028081, 25.706521924306795, -234.57151242878277, -70.01871997015485]"
0,432,"[61.48303239247458, 26.05881435749901, -232.77815990092614, -69.7388556248822]"
0,433,"[61.07044127573198, 25.982524815636133, -233.16667256908323, -69.79948555782342]"
0,434,"[61.00249160901061, 25.969960684384752, -233.23065675402333, -69.80947070672634]"
0,435,"[62.25476394642524, 26.201510223461515, -232.15416254107043, -69.69592837333752]"
0,436,"[46.06419912855449, 17.32938480103297, -241.2760110153192, -76.3731689598427]"
0,437,"[45.175646591584865, 17.165088326349537, -242.11345796106255, -76.50425543120315]"
0,438,"[47.33594923414782, 17.564535847632715, -240.07740632131862, -76.1855500776064]"
0,439,"[46.73333556077962, 17.453110469828843, -240.64536033554776, -76.27445253047068]"
0,440,"[47.440748780527116, 17.583913650634962, -240.15725937660395, -76.10615461349717]"
0,441,"[48.61313005493689, 17.800691052483714, -239.23763419680571, -76.06020581222792]"
0,442,"[48.36493901047062, 17.75479965950781, -239.47170593192206, -76.09696455945463]"
0,443,"[47.506130847785, 17.596003023757028, -240.32426159493426, -76.16044350675779]"
0,444,"[46.35009294310722, 17.377992084233767, -241.49924559433276, -76.39411960158439]"
0,445,"[56.80685455493428, 23.31868772841889, -238.440952383468, -73.68618484186533]"
0,446,"[55.86385613208152, 23.156294115145037, -239.28241241207147, -73.81834367978362]"
0,447,"[56.05543915596912, 23.191717482422394, -239.10175466790238, -73.78996976216577]"
0,448,"[58.417375976921825, 24.154653740173853, -235.63753165392794, -71.8248171668414]"
0,449,"[58.24751065656741, 24.123178247274083, -235.89762412933817, -71.91861350436425]"
0,450,"[57.350815687040054, 23.96879965270367, -236.69206358344928, -72.04376264082781]"
0,451,"[63.982664138603305, 27.034248871796457, -231.84333889560486, -69.59884477230811]"
0,452,"[64.00236842545254, 27.037907851462123, -231.82477252009085, -69.59591998571699]"
0,453,"[63.88261447794785, 27.014790057526625, -232.03757075496682, -69.68317151575624]"
0,454,"[65.99347499412936, 27.405915927484074, -230.04523632841025, -69.3683773904008]"
0,455,"[65.9798922552634, 27.732776655684994, -232.74336633662764, -70.74639820659148]"
0,456,"[65.00360742144242, 27.551878746028105, -233.64606426131527, -70.95991356995515]"
0,457,"[65.52412628272839, 27.648326801638156, -233.2538875762984, -70.95030813493612]"
0,458,"[64.07988419275924, 27.051342585858265, -231.9648518500691, -69.65375254332433]"
0,459,"[67.34726368882211, 27.65676233675233, -228.88130484554813, -69.16648592253968]"
0,460,"[68.33439606872487, 27.839670211475884, -227.9497114702507, -69.01927417085858]"
0,461,"[69.0190361267647, 28.43858591459301, -228.89877865510493, -69.42528343726583]"
0,462,"[68.47762212222447, 28.338484571183873, -229.50826357027984, -69.57342786670579]"
0,463,"[71.79597987654905, 28.948611428817813, -226.3648818221598, -69.07522806305856]"
0,464,"[71.08089572096445, 28.832110108739137, -227.07998352455678, -69.23903954922365]"
0,465,"[70.5618239312853, 28.73614181685412, -227.57110712603338, -69.31710891573918]"
0,466,"[71.91066898598143, 29.00128450585597, -226.37313351161143, -69.04013475071366]"
0,467,"[67.87894739985731, 26.817363937898243, -230.24823863773372, -71.48689549524651]"
0,468,"[67.1904486607496, 26.70486998256091, -230.96992621464625, -71.58205264668636]"
0,469,"[66.23419055036186, 26.527309450768104, -231.87195697264048, -71.72508763796428]"
0,470,"[68.78786350492344, 26.182836058493763, -225.6518791635785, -69.7289230928074]"
0,471,"[67.92876254264745, 26.023661659258398, -226.46291383771526, -69.85752883769264]"
0,472,"[69.37892971770225, 26.292348925384445, -225.09388282284075, -69.64044162915091]"
0,473,"[70.77984008538088, 26.649261476153843, -225.1603399359853, -70.29079126597583]"
0,474,"[70.79628344830026, 26.669446124309495, -225.22320011170225, -70.28167226251341]"
0,475,"[69.94958162160799, 26.512231122887627, -226.02177063247234, -70.40831778519845]"
0,476,"[71.44350584366644, 26.80702153959304, -224.5712028705253, -70.17827183731562]"
0,477,"[70.62572434752877, 26.65485060655249, -225.43074204244542, -70.36148492005607]"
0,478,"[71.8388866283479, 26.87371154917514, -224.27348500177376, -70.1774122144177]"
0,479,"[75.14164295152511, 27.486955027533885, -221.2405996996929, -69.73973467855164]"
0,480,"[81.12408818945153, 31.499044074076576, -217.95033774462416, -66.65044861604213]"
0,481,"[80.34046038337756, 31.353542985133647, -218.78037905717775, -66.83022192140804]"
0,482,"[81.42074081500212, 31.573171265137592, -217.7255031002313, -66.59721128444878]"
0,483,"[74.43560748116951, 27.62224407347098, -221.62959136494607, -69.05575656458703]"
0,484,"[77.69103975253388, 28.229294506247253, -218.56589498951715, -68.5696265055266]"
0,485,"[80.18296214546844, 28.68413003132054, -216.28442096994024, -68.25098961460417]"
0,486,"[80.40997581934894, 28.987283614465298, -219.7252255048202, -70.45536644163354]"
0,487,"[79.53414217450253, 28.82431499749155, -220.55087011673365, -70.58676267387378]"
0,488,"[81.42334674981176, 29.175844147610707, -218.76992508500928, -70.30333628966565]"
0,489,"[80.09312383640636, 28.436680196667684, -216.9557366897924, -68.98038477274152]"
0,490,"[80.18402702811201, 28.45359478714721, -216.869966439711, -68.96669479961332]"
0,491,"[79.52870696246958, 28.33165769852164, -217.48828318809868, -69.06538565876446]"
0,492,"[79.5171271542547, 28.329503013849834, -217.49920913060794, -69.06712957182533]"
0,493,"[78.83331971582886, 28.202265206564913, -218.22583433813975, -69.22599371097326]"
0,494,"[78.72194003157747, 28.181540502497842, -218.3694672338082, -69.18688433661495]"
0,495,"[78.73375545011062, 28.20412165439978, -218.36014249492513, -69.12325306192605]"
0,496,"[77.6967208211566, 28.02151107990121, -219.40161546171328, -69.27005210930974]"
0,497,"[78.84166842938734, 28.23500857625468, -218.28574037344202, -69.15440653118259]"
0,498,"[86.98411344325393, 32.65405979190845, -212.7034430233608, -65.71325404743534]"
0,499,"[86.49268001283447, 32.56242257963367, -213.2512987846888, -65.84536138745321]"
0,500,"[85.86179118043574, 32.465698829112924, -213.8176059378992, -65.87329798397847]"
0,501,"[81.44329467472691, 28.993488929787212, -215.40336108024385, -68.03598980925426]"
0,502,"[80.5360906639059, 28.823601564218016, -216.33755395578575, -68.22771424853055]"
0,503,"[80.57280578674651, 28.82051606310323, -216.31943320334892, -68.16327938368026]"
0,504,"[81.58155218112114, 29.00901667732024, -215.45135296489292, -68.06753102315264]"
0,505,"[79.84983148026693, 28.4534481668778, -217.60294503370505, -68.98954541641537]"
0,506,"[79.05019353064073, 28.30402285492988, -218.35566873293456, -69.10977374813262]"
0,507,"[79.34591671572826, 28.359283525340274, -218.07729543920695, -69.0653107443322]"
0,508,"[78.59429953183302, 28.21883167182148, -218.86627951056127, -69.23422551039444]"
0,509,"[82.84267634299795, 29.01270973948622, -214.86359892738048, -68.59302879479466]"
0,510,"[83.07066678474285, 29.077498949442404, -214.61559531996699, -68.55330064381539]"
0,511,"[91.06502313156501, 33.44817532739119, -209.09503261996002, -65.17580792318991]"
0,512,"[90.1950020183805, 33.29875944829793, -209.8756219352697, -65.24042589229383]"
0,513,"[89.6071221914051, 33.1889050456148, -210.61969192251425, -65.38521445537522]"
0,514,"[88.66005714663935, 33.011931351296894, -211.6198989895334, -65.52815196198502]"
0,515,"[86.6332647236164, 32.63319396182156, -213.5515707849718, -65.77594311520933]"
0,516,"[89.70071187626719, 33.20639372009565, -210.7479228063431, -65.37108926273663]"
0,517,"[88.68617913275226, 33.03895189304075, -211.65368256122176, -65.51627088788261]"
0,518,"[87.9941239225461, 32.909355209180944, -212.30480197658133, -65.62063694563341]"
0,519,"[86.90206511314463, 32.72628496703523, -213.2812809969284, -65.77715395837475]"
0,520,"[68.0279951924637, 21.791507539738454, -225.88667591955144, -74.82860111314571]"
0,521,"[66.82236888484894, 21.565258560228603, -227.0200833653079, -75.01027173169678]"
0,522,"[65.65669476199304, 21.34650704570753, -228.25222352621617, -75.18592212816765]"
0,523,"[64.92950986960727, 21.210042837206014, -228.9357441584017, -75.29549847729531]"
0,524,"[64.6326641592437, 21.143121524046315, -229.19362385269739, -75.33683960744487]"
0,525,"[64.02197949053698, 21.028762672064875, -229.8433249388755, -75.48056121563505]"
0,526,"[62.77692530457535, 20.813385309796946, -230.99877120026989, -75.66633185703127]"
0,527,"[61.87171551475514, 20.643512632601006, -231.85038329897682, -75.80325256990513]"
0,528,"[63.926617558501626, 21.0291378384618, -230.0529201109275, -75.49243108312953]"
0,529,"[62.739370240204636, 20.806337684595952, -231.16969716555906, -75.67201238130694]"
0,530,"[73.55292594073578, 27.35042078693239, -227.7453789032604, -72.46645144358916]"
0,531,"[72.6926883203587, 27.20711421057402, -228.59571928196738, -72.64657332714762]"
0,532,"[72.71486711136909, 27.20410731653939, -228.60267176092157, -72.58438297324977]"
0,533,"[81.1238383249642, 32.60211248482978, -221.7720898528873, -67.45988954729809]"
0,534,"[81.42548917513004, 32.65884066077599, -221.57863989617354, -67.47605124488366]"
0,535,"[82.9153162422779, 32.93901614162785, -220.19730061741095, -67.19015215727867]"
0,536,"[80.17583731136708, 31.506464813480783, -219.89505232172925, -66.8029204750365]"
0,537,"[79.82053491841, 31.439646978720177, -220.33408964536503, -66.85662061017766]"
0,538,"[79.04635259950123, 31.288945080472352, -221.05176368424992, -66.97207979602392]"
0,539,"[75.30913204013854, 29.459346757623454, -224.99725501742884, -69.09446078079571]"
0,540,"[74.40713895684638, 29.29007657295484, -225.93484660255177, -69.29234145693594]"
0,541,"[77.31434259322263, 29.835649377795608, -223.19906035261383, -68.85093505049461]"
0,542,"[76.81920839686181, 29.742731307351164, -223.66499996184137, -68.92611224262082]"
0,543,"[76.2176588924199, 29.629843085046232, -224.23108031559343, -69.01744667882261]"
0,544,"[75.59318868490571, 29.512653508647077, -224.9070362282495, -69.17286359262386]"
0,545,"[58.03835035652285, 19.926047267353574, -238.01366674117583, -77.97782787336]"
0,546,"[57.13825307376819, 19.757132853159284, -238.8614418465302, -78.11500627219137]"
0,547,"[59.38511539408947, 20.178784423365997, -236.74518844056766, -77.77257553564596]"
0,548,"[60.61718315379438, 20.344007309481228, -233.6072762545125, -76.11752824780751]"
0,549,"[61.781104567903704, 20.562894585993057, -232.53012310420308, -76.0451805973807]"
0,550,"[61.07521925308636, 20.430145663070032, -233.25331833036623, -76.10064904226974]"
0,551,"[62.05780086375598, 20.62222330646914, -232.29224219639534, -75.94511222889035]"
0,552,"[61.96318184796772, 20.604429100563223, -232.45690293515003, -76.0114214494326]"
0,553,"[60.83762505041891, 20.392755059700153, -233.78539327110676, -76.18346957221003]"
0,554,"[61.189451874972505, 20.47621684563473, -233.57029045372218, -76.12681717765568]"
0,555,"[74.16180600977054, 28.213488041048603, -223.5815140878995, -68.64889064064083]"
0,556,"[73.23806020652206, 28.051025010795776, -224.39237426019307, -68.78055824367667]"
0,557,"[72.61650017205157, 27.933885058708483, -224.99687168683207, -68.81467215712482]"
0,558,"[77.6773676200622, 31.386842502147676, -227.3794274308567, -69.92834488754498]"
0,559,"[78.60717689463284, 31.55797410371734, -226.58548190222749, -69.84563350386266]"
0,560,"[78.11634837030347, 31.465471969354713, -227.04708606881965, -69.92060153990305]"
0,561,"[77.52410718494808, 31.371584779509128, -227.54359743818608, -70.00123877181522]"
0,562,"[77.57871117908135, 31.38189720192501, -227.49228468053755, -69.99290518875179]"
0,563,"[77.5680184221573, 31.3798777850684, -227.5903761333517, -70.05495890451492]"
0,564,"[77.5266176317169, 31.3720588984439, -227.62931588981593, -70.0613010305234]"
0,565,"[77.06399669925008, 31.284689053989247, -228.0644367233527, -70.13216924865763]"
0,566,"[76.06372425223917, 31.09577921015315, -229.09430282242315, -70.34651498392954]"
0,567,"[65.4434970684949, 24.633564379748346, -233.74315892789662, -73.72340521436193]"
0,568,"[65.53007835495319, 24.64351332473255, -233.64953516688158, -73.70811348882867]"
0,569,"[67.08793765136353, 24.937113120168487, -232.18182452279058, -73.46838985362771]"
0,570,"[73.6029443023223, 28.129467092460303, -224.32769369082496, -68.79907172421254]"
0,571,"[72.71218699839974, 27.961591750433367, -225.27401876823666, -68.93563381804775]"
0,572,"[76.22416180091655, 28.623471219247417, -222.077597823101, -68.39721260003896]"
0,573,"[78.12804220331472, 29.68987967474495, -223.75637591910797, -69.5644822744712]"
0,574,"[77.75815727232228, 29.63930218414059, -224.05628840467506, -69.61336299794002]"
0,575,"[77.06716333615951, 29.508526034906943, -224.70526156131746, -69.71913477782613]"
0,576,"[81.56884135038396, 32.489762096951935, -222.06086874059835, -67.71289952818222]"
0,577,"[81.59751802788416, 32.49520075234374, -222.12121698404866, -67.76839450290998]"
0,578,"[82.66673563119636, 32.697982475687624, -221.1179753148652, -67.60485375239766]"
0,579,"[81.58741425200724, 32.50734551110521, -222.06113204221677, -67.75859991723486]"
0,580,"[81.79341299453385, 32.97305817887675, -224.21095118610836, -68.78097433674304]"
0,581,"[81.48640343626121, 32.91483135355612, -224.62639635127798, -68.76822016110904]"
0,582,"[80.81093139570741, 32.786722662948634, -225.25941156458902, -68.87115369728032]"
0,583,"[81.99012956129512, 33.01036705367181, -224.15433195579647, -68.69145856595983]"
0,584,"[82.56724663306031, 33.119821935520726, -223.6996041606056, -68.6626113279187]"
0,585,"[84.20385930119922, 33.424680127511635, -222.15404290059524, -68.41057466723022]"
0,586,"[76.17050215601985, 28.585828029457065, -225.88696194528623, -70.8153615756901]"
0,587,"[77.1590760793174, 28.772930591400794, -225.03972843673972, -70.71945441238134]"
0,588,"[77.53790015513931, 28.844628775463562, -224.68380590898076, -70.66124928108813]"
0,589,"[84.64123432156431, 33.07590907139318, -219.46384350675058, -67.27193947256814]"
0,590,"[84.40220507106915, 33.03066917168193, -219.79245247882398, -67.30853933071113]"
0,591,"[83.48837557825075, 32.8777315768917, -220.59155745104832, -67.43889854389278]"
0,592,"[82.76271638316871, 32.74010155683143, -221.35789050754744, -67.60886002754243]"
0,593,"[83.31550502279036, 32.844944590690616, -220.83911103288253, -67.52399107483235]"
0,594,"[83.20517256197405, 32.824018708543235, -220.9426555197952, -67.54093028039529]"
0,595,"[83.75928808510801, 32.92911340186688, -220.42263079535104, -67.4558576129089]"
0,596,"[82.8994873084706, 32.76604181269883, -221.31511148933308, -67.64659131951299]"
0,597,"[85.38056738847818, 33.2366085794356, -218.98461976154283, -67.2642639459748]"
0,598,"[85.22394134576803, 33.22761863929942, -219.0743875376562, -67.27899074275358]"
0,599,"[85.16751399767982, 33.23759596934131, -219.17400550430082, -67.27824759231362]"
0,600,"[84.72969541433912, 33.1478319459991, -219.57248003101915, -67.34363130243334]"
0,601,"[84.28664812551989, 33.063625016338904, -220.07233500225308, -67.46955814968037]"
0,602,"[84.17999334769645, 33.04335388140422, -220.2110350308073, -67.37035170499968]"
0,603,"[84.61370001340677, 33.125785503522835, -219.80454353291714, -67.30381464457993]"
0,604,"[84.04817610422062, 33.01830029089709, -220.41909378747675, -67.44857359714057]"
0,605,"[83.03712684655478, 32.84604170508392, -221.30852444230513, -67.59457122176596]"
0,606,"[81.60484624160893, 32.57325079187621, -222.6672712716264, -67.7555993405149]"
0,607,"[81.00291408416835, 32.45860731883727, -223.31787386411403, -67.90756653919563]"
0,608,"[76.84419082381328, 30.001443161533306, -223.9938851899267, -68.25813701318164]"
0,609,"[77.3757328272521, 30.10289038182928, -223.51316201783152, -68.11719223514486]"
0,610,"[76.57759602768131, 29.9447325142248, -224.33572471515058, -68.29731642381041]"
0,611,"[80.17154583542634, 32.319427346142305, -224.12914676078404, -68.0189506266593]"
0,612,"[79.97357634820993, 32.28172119312552, -224.31464949275167, -68.04941216995925]"
0,613,"[78.93209720887121, 32.08335642316086, -225.3789582460656, -68.27034127409517]"
0,614,"[79.5592432371018, 32.22138585285026, -224.72912378129476, -68.16333250304515]"
0,615,"[78.68517609664623, 32.03632672494048, -225.61053404002521, -68.30847504886391]"
0,616,"[78.01110750769719, 31.925908286194865, -226.17994885378008, -68.40224105042412]"
0,617,"[78.11154464663616, 31.945077743272726, -226.1872635390453, -68.38674157546785]"
0,618,"[77.3580545941969, 31.801266446262336, -226.88137696662878, -68.56438964232437]"
0,619,"[76.9309728817564, 31.719753525425954, -227.29341181035954, -68.56892759447568]"
0,620,"[77.770772005682, 31.880037793080124, -226.59563710588066, -68.50046526420341]"
0,621,"[76.93930119506086, 31.721343069354692, -227.37537805401604, -68.62924891377958]"
0,622,"[76.40417763186267, 31.616063830428573, -227.87125489431983, -68.71114897223788]"
0,623,"[75.66171351209617, 31.47464658756828, -228.6687699577329, -68.82623723587245]"
0,624,"[75.55531359788691, 31.471419388120403, -228.8950538473764, -68.89425497270553]"
0,625,"[74.47456087617944, 31.26514017565594, -229.91745878503676, -68.99946584486914]"
0,626,"[73.60362548546424, 31.31210323360675, -231.33320198617636, -69.32335208409158]"
0,627,"[72.66424213915623, 31.132064129547235, -232.2113681541251, -69.4681047462069]"
0,628,"[70.7542578771947, 30.76600286537557, -234.09166202547735, -69.82746444297581]"
0,629,"[69.69041465683667, 30.562110193650206, -235.08705406494948, -69.99199720943658]"
0,630,"[69.67942812857237, 30.765882202133753, -234.2637340817561, -69.27989353029876]"
0,631,"[69.0776933871795, 30.65055571253008, -234.8267512256306, -69.37295713194825]"
0,632,"[69.99930008634787, 30.82716359247805, -233.96439794166784, -69.23041493163876]"
0,633,"[70.73256227122307, 31.883697741630794, -237.45157276331676, -70.8720053128557]"
0,634,"[71.14629287742775, 31.96299487435175, -237.06410807951346, -70.8077820361071]"
0,635,"[70.1336879686789, 31.768915285752925, -238.01242719079517, -70.96496838953684]"
0,636,"[68.72111489906368, 30.76482170170484, -238.34983638641705, -71.21147011877022]"
0,637,"[68.16118798618436, 30.657504046064304, -238.87364754849278, -71.29807092331703]"
0,638,"[66.84888791769008, 30.405983778671697, -240.1985305007943, -71.56776176714754]"
0,639,"[66.86070642777823, 31.14160358159142, -241.27693601944551, -71.47302382948621]"
0,640,"[66.02668159966025, 30.98175130937368, -242.05769114649522, -71.60248918151491]"
0,641,"[66.15679711034356, 31.00668972767045, -241.93588619699042, -71.58229140103275]"
0,642,"[63.24848693286713, 29.352749796133836, -241.36591513107993, -71.1035199000472]"
0,643,"[63.46017103436261, 29.39340549504157, -241.16772495868707, -71.07056525648665]"
0,644,"[63.3948996169037, 29.395305522579125, -241.1584626216633, -71.06902513463565]"
0,645,"[62.83795160560957, 29.28833474374538, -241.7769734798028, -71.15573336946052]"
0,646,"[62.00111099734236, 29.127606112327793, -242.56033737195725, -71.28601657453743]"
0,647,"[59.98015825190543, 28.7394497947152, -244.44533993525195, -71.52998127379712]"
0,648,"[65.76840061506991, 32.71396203152872, -239.30109036449358, -68.24714974934494]"
0,649,"[63.886604215051086, 32.352532917079024, -241.03809832877505, -68.46538903657299]"
