i,j,goalCurrent
0,74,"[174.33879206337602, 55.706432229661665, -122.65256128424282, -41.00981322789483]"
0,75,"[173.93810987892394, 55.63141089674839, -123.01595425899713, -41.05895749171047]"
0,76,"[173.20077156600823, 55.271914558035064, -124.42290919835199, -41.83440287951416]"
0,77,"[172.17110391642282, 55.07912575302443, -125.3193180146985, -41.99480995595438]"
0,78,"[171.70991046450388, 54.964127806333, -125.68589921498594, -42.044573830003074]"
0,79,"[171.65768949340261, 54.9543711539795, -125.7703617701203, -42.01662864959353]"
0,80,"[165.75522663929758, 51.13638110437857, -135.02326484532708, -48.234580857921124]"
0,81,"[165.619100127971, 51.11094804522436, -135.14682179916235, -48.25129035963794]"
0,82,"[165.34539244249794, 51.05981014645826, -135.3952560499839, -48.28488792263835]"
0,83,"[164.88751792612487, 50.97426362398707, -135.76480252382828, -48.309489578670565]"
0,84,"[164.1031508559867, 50.8277171952346, -136.46405229778884, -48.469324097211036]"
0,85,"[164.24219373675845, 50.85369513132639, -136.39658834174602, -48.42030534050874]"
0,86,"[164.13551742615383, 50.83376437065734, -136.43464468826636, -48.46533197602423]"
0,87,"[163.41478129239684, 50.69910636358886, -137.0894909287184, -48.55422820366919]"
0,88,"[163.73387820081382, 50.75872451194665, -136.79956594642636, -48.51487051077322]"
0,89,"[163.29584998129982, 50.67688595228954, -137.19754950701935, -48.568897296018264]"
0,90,"[163.5789376362607, 50.729776348174106, -136.94034180244213, -48.53398101606474]"
0,91,"[162.81862630453455, 50.58772434899356, -137.58348135231608, -48.59504795472069]"
0,92,"[162.36950024949726, 50.503812336453564, -138.03921209448055, -48.68315408540374]"
0,93,"[162.72648352162415, 50.57050894528156, -137.71486433014965, -48.63912345513824]"
0,94,"[162.41706430015654, 50.51269891778326, -137.99599636226446, -48.67728749362753]"
0,95,"[162.79964058810367, 50.861444939348715, -136.688524469426, -47.662268464521354]"
0,96,"[163.48024894016456, 50.98860571288306, -136.07013751795725, -47.5783216327086]"
0,97,"[163.20861973364794, 50.93785614463197, -136.37032749788662, -47.578379649758034]"
0,98,"[163.18161409021263, 50.93281057253661, -136.34147108873245, -47.615155517344945]"
0,99,"[162.99269406222524, 50.897513890057965, -136.56631517108735, -47.60488448222734]"
0,100,"[162.8408428257725, 50.869142917778525, -136.70414487104352, -47.623524190771114]"
0,101,"[162.48815418859647, 50.84773163817878, -137.00346481408144, -47.66400339446481]"
0,102,"[161.95504743597462, 50.7479240509435, -137.4869189813169, -47.729384402871624]"
0,103,"[161.41125724982498, 50.6461163244893, -137.9282947397251, -47.830568888907834]"
0,104,"[161.79377001732786, 50.71772989198472, -137.63082383213458, -47.817584052655775]"
0,105,"[161.11649101700348, 50.590930554750585, -138.1958770629976, -47.866893536823625]"
0,106,"[160.77209780189148, 50.526453682732964, -138.50850967269943, -47.90933381963278]"
0,107,"[159.18182239676318, 50.22872428717598, -140.0018509256126, -48.06949686385794]"
0,108,"[156.45770520199, 48.06389557675916, -139.35046004999526, -48.330386269984096]"
0,109,"[156.58118025390098, 48.087012423346394, -139.23826590545053, -48.315097303764944]"
0,110,"[156.71973910368285, 48.11295323992547, -139.11236604649287, -48.29794062684199]"
0,111,"[160.4156886322418, 50.4597271985601, -138.93402303039878, -47.95325485318388]"
0,112,"[160.61804900441294, 50.49761285729376, -138.69912881541487, -47.96316454500152]"
0,113,"[160.2286263786952, 50.468291473028344, -139.0300130068006, -48.008254930467515]"
0,114,"[159.6025034863718, 50.32282278276782, -139.54744620214572, -48.07876679787741]"
0,115,"[159.565174659738, 50.315834682942956, -139.5813618955724, -48.083388571083155]"
0,116,"[158.8200896020995, 50.20404592964295, -140.35832295064404, -48.14661728422818]"
0,117,"[154.21549823567517, 47.65809627300169, -141.4228282157006, -48.598772869492464]"
0,118,"[153.38752343781005, 47.50309620839438, -142.1750516357382, -48.70128645164587]"
0,119,"[153.88299302414268, 47.595850019368505, -141.7249125400595, -48.63994115191696]"
0,120,"[157.77070606474354, 49.97990326464727, -141.3135847465549, -48.305566111038445]"
0,121,"[157.5418109768464, 49.93705322439986, -141.52153823293125, -48.33390617097524]"
0,122,"[157.9076852031159, 50.005546285850706, -141.18913782352544, -48.288606389328265]"
0,123,"[158.48185274716135, 50.430315434526904, -136.95606544968913, -45.41846088030426]"
0,124,"[158.12231934616455, 50.36300939993904, -137.28270515564745, -45.46297558888598]"
0,125,"[157.7250833238553, 50.28864528972573, -137.64359807175322, -45.51215835110566]"
0,126,"[157.96215265822914, 50.01574280280185, -141.13965359348407, -48.28186264066728]"
0,127,"[157.84168563549386, 49.99319091311249, -141.20019763469676, -48.333104277511204]"
0,128,"[159.5265096622764, 50.30859644680336, -139.66797592159062, -48.123508164625036]"
0,129,"[158.84177980045897, 50.18041238480786, -140.3405034997951, -48.17295385559092]"
0,130,"[159.37442245833742, 50.2801251376557, -139.85659229525075, -48.107006067074146]"
0,131,"[159.13222830118556, 50.234785460526815, -140.1284513844797, -48.1725577029474]"
0,132,"[157.31002184620334, 49.89366140822674, -141.73212098621, -48.362604549413454]"
0,133,"[155.86727107574134, 49.33466478756906, -140.03869243360748, -46.88001531562582]"
0,134,"[158.13825750436945, 49.759802175889675, -137.973526272808, -46.597499206945514]"
0,135,"[158.28509478742973, 49.78729067966997, -137.83999690235595, -46.57923229997661]"
0,136,"[158.5184356235807, 50.11988111207376, -140.6866158241949, -48.24891497070886]"
0,137,"[157.88495342076388, 50.001290808821345, -141.26268532079524, -48.32772166219849]"
0,138,"[157.4530862749451, 49.92044361917707, -141.60670130364693, -48.417889202958875]"
0,139,"[157.5779518723862, 49.69780027166219, -138.41648760078436, -46.70086144860281]"
0,140,"[157.93964670928503, 49.7226214716591, -138.15413690438524, -46.622206861849044]"
0,141,"[160.75652689753417, 50.249952270006396, -135.59255151996138, -46.27178027216504]"
0,142,"[161.0108783522362, 50.60182980471454, -138.39545486546277, -47.96294219571161]"
0,143,"[160.6509842034803, 50.49054628773415, -138.74561282505852, -48.01102565006182]"
0,144,"[160.31892560896108, 50.428516460107225, -139.04810437376057, -48.05256358508443]"
0,145,"[160.40293186225574, 50.16646152556302, -139.93267147414528, -49.00729964717332]"
0,146,"[160.30405112393603, 50.14799022183883, -140.02274770817394, -49.019668854750265]"
0,147,"[159.12097547953024, 49.97055675580166, -141.02369005665068, -49.198994380946324]"
0,148,"[158.66883338285785, 49.84252523377425, -141.51236296020483, -49.224221814371944]"
0,149,"[158.6028377225414, 49.83019698959952, -141.57248225790175, -49.23247735569882]"
0,150,"[158.14045980268565, 49.74382300880052, -141.99368928392474, -49.29031721983084]"
0,151,"[157.636152893715, 49.649616530935354, -142.45309187260503, -49.3534020728117]"
0,152,"[158.68687772035648, 49.8892983248664, -141.52419043849133, -49.25350470788485]"
0,153,"[158.6238094448581, 49.87749262211746, -141.58164667954182, -49.26142428877237]"
0,154,"[158.48305295197855, 49.85114452076556, -141.70987817026193, -49.279099299258924]"
0,155,"[157.88355260795757, 49.73892450517964, -142.2560328891553, -49.35437948456682]"
0,156,"[157.3862085525419, 49.6458270479272, -142.70912154121007, -49.416831746732925]"
0,157,"[156.91042235568375, 49.51404726418337, -143.16613412302095, -49.47982487057972]"
0,158,"[156.7780756575172, 49.48932438993839, -143.2868101950995, -49.496458466800796]"
0,159,"[157.63563509905796, 49.692517014357975, -142.48188983608154, -49.38551086955628]"
0,160,"[156.69552683142246, 49.516538859384944, -143.3902763104699, -49.53920153864452]"
0,161,"[156.80068752831468, 49.74415175034683, -142.31020050090586, -48.55905012242606]"
0,162,"[157.47094090315704, 49.911873726167805, -141.67297337617796, -48.470887878552006]"
0,163,"[155.56109005509802, 49.55513406103823, -143.41591388238953, -48.71202881559577]"
0,164,"[154.39708910928402, 49.0597239286715, -145.43761403135227, -49.82245672417677]"
0,165,"[153.90341400838105, 48.96751071193894, -145.88814467417515, -49.88478896155954]"
0,166,"[152.8877669542021, 48.77779872978815, -146.8150298246789, -50.01302624385797]"
0,167,"[152.47269711629988, 48.7002681335486, -147.2491614618256, -50.103409744590216]"
0,168,"[152.7446223078409, 48.75106084433501, -147.00076757153687, -50.06891580923701]"
0,169,"[152.24550570818536, 48.65783121396744, -147.4566926485535, -50.13222916253341]"
0,170,"[152.1847708608709, 48.6464865955567, -147.5121717489452, -50.13993342812602]"
0,171,"[151.58920813598888, 48.550493561609684, -147.9816108234412, -50.205123441733484]"
0,172,"[151.05214423196514, 48.450183436876706, -148.47216196221677, -50.27324524315421]"
0,173,"[150.5305779274305, 48.35276787669399, -148.9485576810866, -50.3394013112851]"
0,174,"[150.55283117342967, 48.35692422729801, -148.9282316917871, -50.33657868404548]"
0,175,"[150.02943317141506, 48.259166551770534, -149.46349114960262, -50.44221559047516]"
0,176,"[149.5252748438063, 48.16500236693384, -149.9244190955941, -50.50646047604496]"
0,177,"[149.71824523869424, 48.2010444174905, -149.74799545468207, -50.48187026249689]"
0,178,"[149.41567846289882, 48.14453250002089, -150.02461784660824, -50.52042634066463]"
0,179,"[148.9222783300356, 48.05237767728942, -150.4757100875541, -50.5833003096939]"
0,180,"[148.33064880528815, 47.94187605731738, -151.01660878285713, -50.65869164815971]"
0,181,"[147.81461301544843, 47.845493459161574, -151.5473142316219, -50.764884346486944]"
0,182,"[148.63133182998183, 47.97361585220029, -150.75518744513667, -50.65407045689197]"
0,183,"[148.23619282626765, 47.89997216626797, -151.11707329626122, -50.704696164085185]"
0,184,"[148.64200414460996, 47.975604895497085, -150.74541326535092, -50.65270310649033]"
0,185,"[148.155527481655, 47.884938233276195, -151.2493571659469, -50.755114320329135]"
0,186,"[147.78555091757383, 47.815984175004544, -151.5297911731277, -50.76243297342082]"
0,187,"[148.07608934044822, 47.870133019244946, -151.3221782867537, -50.765338799606006]"
0,188,"[146.87203567832861, 47.64572857193575, -152.42593695803077, -50.92031248768023]"
0,189,"[145.80701638955043, 47.485889608373725, -153.3695952644427, -51.052807218487025]"
0,190,"[145.78478596942603, 47.443093359163036, -153.42262118548632, -51.060252344637796]"
0,191,"[145.93424784896894, 47.47094918613139, -153.28560914793277, -51.04101511341798]"
0,192,"[145.40146208030603, 47.348407353570046, -153.7313902583562, -51.103605192711505]"
0,193,"[144.24515480301991, 47.171499115851205, -154.75848820915235, -51.247815300944836]"
0,194,"[143.39395371675434, 47.01286910413224, -155.6009760825812, -51.400084528827854]"
0,195,"[143.5443444970712, 47.040895961274494, -155.462993880623, -51.38064070066169]"
0,196,"[143.32092297757916, 46.99925908036921, -155.66798113555578, -51.40952657800386]"
0,197,"[144.41944751997985, 47.203980342884385, -154.6600946484574, -51.26749977028497]"
0,198,"[144.2152104419219, 47.16591867848036, -154.84748034918033, -51.293905316173834]"
0,199,"[146.24468690248327, 47.54413233435646, -152.98545376576513, -51.03151694713087]"
0,200,"[145.71045616287824, 47.40587167942285, -153.56831894045987, -51.14643826312924]"
0,201,"[144.76552574118884, 47.23014083950458, -154.43685634192116, -51.269270589170716]"
0,202,"[144.40133679822765, 47.200605225006676, -154.73792167027617, -51.311848553585456]"
0,203,"[144.03048273804157, 47.13149278511137, -155.0784947466127, -51.360013875059394]"
0,204,"[143.50945026812505, 47.01187530617888, -155.5156184944916, -51.42183381122979]"
0,205,"[144.07151149572357, 47.07824646289427, -155.09413155769812, -51.395628078571065]"
0,206,"[143.48285193236651, 47.006929123389845, -155.60184404870014, -51.467688715069585]"
0,207,"[142.91659751480674, 46.9016293828431, -156.12276600515526, -51.541624197086435]"
0,208,"[127.31650698901525, 37.25828366834706, -165.23129638592405, -58.928400407195376]"
0,209,"[126.80347553730454, 37.16288118302912, -165.70325623164118, -58.995386600142886]"
0,210,"[126.28405013426845, 37.06628968903461, -166.18109815002848, -59.063207647280606]"
0,211,"[140.2682427231974, 45.20018700892644, -154.99562590347017, -50.9093724284379]"
0,212,"[139.68248412298735, 45.091260302639625, -155.53499240579723, -50.98619893440499]"
0,213,"[139.25351152782858, 45.01148926409031, -155.92999035915543, -51.04246181407906]"
0,214,"[138.62836264777732, 44.89523760612325, -156.50562743003414, -51.12445464209106]"
0,215,"[138.82642933822535, 44.932069762250194, -156.32324762713216, -51.09847675329842]"
0,216,"[138.44885472883882, 44.83916854027921, -156.6291623738774, -51.14205076283525]"
0,217,"[123.5421347196327, 36.53014836349426, -168.76798456303328, -59.49175135192785]"
0,218,"[122.89963634483901, 36.41092923073278, -169.36062392945885, -59.57646537443657]"
0,219,"[121.8405273892056, 36.2144056967533, -170.40646265013436, -59.67648713036475]"
0,220,"[121.22026628152908, 36.09931281209564, -170.90967191052758, -59.7978919163938]"
0,221,"[121.12315324448613, 36.11649998503731, -170.9966503142813, -59.810324925185995]"
0,222,"[121.80702267282116, 36.243661932901894, -170.36640385156429, -59.7202352078075]"
0,223,"[135.8462801441794, 44.392320627110365, -159.16367005196813, -51.52443072934353]"
0,224,"[135.76669260155427, 44.355882233279516, -159.19715578411882, -51.529217600471675]"
0,225,"[135.22722200869984, 44.25578779206095, -159.69469505865987, -51.60034211337475]"
0,226,"[121.24697708851365, 35.957429451914024, -168.8833020149824, -58.456904818147116]"
0,227,"[120.51019295156303, 35.820725065310555, -169.62245474465934, -58.59497039054899]"
0,228,"[120.1407726699072, 35.75218209530084, -169.96347751314326, -58.64389234275182]"
0,229,"[119.33649993491133, 35.602955740680116, -170.7059254195631, -58.750401363109745]"
0,230,"[114.44082924418294, 33.02744083753889, -173.0016710783289, -60.38211860422493]"
0,231,"[113.79820529921004, 32.90795678909596, -173.59437676387643, -60.46714612114885]"
0,232,"[116.89504244682271, 33.45692945641841, -170.68864596349977, -60.05029998514944]"
0,233,"[121.03094242106137, 35.92714337183328, -169.15194136635694, -58.559471858119196]"
0,234,"[120.56183380278371, 35.840110239622604, -169.58535999228593, -58.621866544739134]"
0,235,"[121.62122223629791, 36.03665724388577, -168.60657030203336, -58.48096056530821]"
0,236,"[120.93497344933209, 35.90933836915543, -169.24060897602786, -58.572236394269204]"
0,237,"[120.2489425516549, 35.782059919150896, -169.93386657621778, -58.704261837409526]"
0,238,"[120.7736940018172, 35.85385544507592, -169.40138371672168, -58.627338804349364]"
0,239,"[120.66320037906121, 35.85891665308671, -169.55077130143638, -58.648919491713954]"
0,240,"[119.95355784663535, 35.702027742209914, -170.1604366384394, -58.73699238652656]"
0,241,"[121.92724716022674, 36.06740696950094, -168.33374648390966, -58.473106808537196]"
0,242,"[121.37766892345888, 35.96566630033715, -168.8423924735973, -58.54658634235296]"
0,243,"[120.70948603390102, 35.8419689452395, -169.5195863027656, -58.67626052883433]"
0,244,"[121.38347046013736, 35.96674030979451, -168.89522313109282, -58.58575191177502]"
0,245,"[121.33333285764994, 35.95745858630899, -168.94166941574056, -58.5924848345061]"
0,246,"[120.66350573371626, 35.83345684232826, -169.56218136125693, -58.682435172074875]"
0,247,"[120.04208358686931, 35.7184160695618, -170.13785208516327, -58.76588525924561]"
0,248,"[119.1188962845423, 35.54751102344015, -171.05300997075489, -58.930993719336286]"
0,249,"[118.4714874348676, 35.42765946240338, -171.65330782355454, -59.01831349757187]"
0,250,"[118.24578478089221, 35.361234681306854, -171.87872137043294, -59.00050522328956]"
0,251,"[117.84689700638228, 35.321876901982804, -172.24450444979004, -59.053533084493225]"
0,252,"[118.00347384034085, 35.38521796685804, -172.09533988229325, -59.031908579621025]"
0,253,"[117.49284005181961, 35.25633667716489, -172.57245052063297, -59.10107568476198]"
0,254,"[118.0795367948051, 35.39932789003121, -172.02494793337294, -59.021703803326396]"
0,255,"[118.21958924350466, 35.4253080705972, -171.89533733798567, -59.00291405319689]"
0,256,"[118.11668952744728, 35.38168741023918, -172.00593349752637, -59.0518071739603]"
0,257,"[117.44089821189304, 35.25659876801685, -172.63242206613305, -59.14294251174112]"
0,258,"[116.06797320134649, 35.00247101956908, -173.90518453712784, -59.3280913612514]"
0,259,"[116.1724038697782, 35.02180108525627, -173.8083726686137, -59.31400813167571]"
0,260,"[117.06077024394578, 35.186237266933844, -172.98481757795068, -59.194205512554326]"
0,261,"[127.40735876412579, 41.48753157047028, -167.35950791728038, -54.63120903525305]"
0,262,"[126.94961457048633, 41.40280334394586, -167.85125802629204, -54.739194669696666]"
0,263,"[126.31932058122896, 41.286136234584674, -168.43610720620302, -54.82456402893224]"
0,264,"[115.86935267462967, 34.96570645714774, -174.1517373040697, -59.39771589192295]"
0,265,"[115.01379276250138, 34.80734273555979, -175.00855789070093, -59.556795284060605]"
0,266,"[115.95619378745599, 34.98178070468911, -174.13329994453304, -59.42860057102054]"
0,267,"[115.49444033114885, 34.896310365604386, -174.5621549341833, -59.49141284547599]"
0,268,"[114.90740365953421, 34.78765016459725, -175.1073671081062, -59.57126738263045]"
0,269,"[114.53405445235924, 34.69535956286675, -175.469786052452, -59.572308154779435]"
0,270,"[113.6988145064301, 34.54109506285254, -176.36707022563624, -59.68552750253906]"
0,271,"[113.0501047478677, 34.421281724126686, -176.91234882221826, -59.81778595101816]"
0,272,"[115.50357762278165, 34.8744254802314, -174.69130383822764, -59.440886302259024]"
0,273,"[125.81277158831983, 41.1721425183336, -169.15198999780335, -54.93447324473143]"
0,274,"[125.11054060908054, 41.04244408684117, -169.8046288122029, -55.03007478409536]"
0,275,"[124.77922674932314, 40.98125212976062, -170.11254499792923, -55.075179765136966]"
0,276,"[124.03121976541276, 40.823487855138126, -170.77138930365592, -55.17169031345086]"
0,277,"[123.60278996106574, 40.744532879357074, -171.2397047119532, -55.277979262589255]"
0,278,"[126.0605604526687, 41.19747337899311, -168.95155519491271, -54.94166617649145]"
0,279,"[127.24990999555659, 41.41665762668346, -167.84428761584095, -54.77891956667404]"
0,280,"[126.53685899463225, 41.28525004500401, -168.50812799840085, -54.87649107853216]"
0,281,"[126.10810867948037, 41.2062360025507, -168.90728846920055, -54.93515983631359]"
0,282,"[125.33667120897749, 41.07749751185853, -169.62572543814255, -55.07747123283192]"
0,283,"[124.96248693389374, 41.00854397471531, -169.97438233643913, -55.1288893947617]"
0,284,"[125.55852520634004, 41.11838008995213, -169.4190066320735, -55.046985385294356]"
0,285,"[124.7267189237566, 40.98502081096118, -170.23104666075577, -55.166740955576316]"
0,286,"[124.01530909983315, 40.83400093185892, -170.96410583968876, -55.25904489965865]"
0,287,"[123.3550766755557, 40.71233531408172, -171.57925363382202, -55.34977008498396]"
0,288,"[122.86650438739139, 40.62230270271252, -172.03446327558993, -55.41690676255173]"
0,289,"[122.08864039846212, 40.49245508919249, -172.69097967265944, -55.51373320387411]"
0,290,"[121.37691665102923, 40.36130927860133, -173.42527460611518, -55.66040059206732]"
0,291,"[120.83915979270107, 40.262219485207794, -173.9267370967867, -55.73460632278354]"
0,292,"[120.22985296522386, 40.14994553330378, -174.49492049520916, -55.8186853218016]"
0,293,"[119.60779049180003, 40.03532116168522, -175.0749986335823, -55.904524488102645]"
0,294,"[118.94434926303948, 39.91307213172208, -175.8002734562588, -55.99607355977884]"
0,295,"[117.8402916222858, 39.709632897386776, -176.79724573761783, -56.19923596566168]"
0,296,"[117.16622718468099, 39.58542638133444, -177.42639145079977, -56.29264578481572]"
0,297,"[115.53987384389404, 39.269424032332516, -178.91401965387283, -56.5135152567139]"
0,298,"[114.77352316672392, 39.12852398306842, -179.62988111239054, -56.61979983909036]"
0,299,"[114.01855097695923, 38.989715964885825, -180.33511372848344, -56.72450634785382]"
0,300,"[113.45598053409473, 38.88628263406809, -180.93818240577022, -56.855757541430414]"
0,301,"[112.63977155424895, 38.76498783239261, -181.68837208078077, -56.90965863502206]"
0,302,"[111.96713480965307, 38.64105218953647, -182.31610108776837, -57.00286474331557]"
0,303,"[111.55064421498862, 38.56431235929676, -182.78393558614098, -57.11489600414605]"
0,304,"[111.03994061937023, 38.47021345830682, -183.26097833599823, -57.185962278936366]"
0,305,"[110.11337697686443, 38.31317200190204, -184.05711397006843, -57.304564634297854]"
0,306,"[109.69598841031844, 38.2362714186118, -184.4469683183389, -57.36264223059436]"
0,307,"[108.98351182743714, 38.10500317315505, -185.1124443666546, -57.46177989431554]"
0,308,"[108.1278266931478, 37.947349870660034, -185.9116818089106, -57.58084433395134]"
0,309,"[107.22574371679454, 37.78114812816427, -186.83683731066589, -57.76303803168995]"
0,310,"[106.754986756576, 37.69441483518425, -187.27694077143596, -57.82881699426303]"
0,311,"[105.97294337139016, 37.55032944976813, -188.00806113582283, -57.938092070176474]"
0,312,"[107.78788317226, 37.88471793213249, -186.31130175688264, -57.684490175095874]"
0,313,"[106.96875338697214, 37.73379966716824, -187.15969017629385, -57.85563124679622]"
0,314,"[99.79517969618006, 33.793284037491034, -191.3908675032013, -60.496873174106895]"
0,315,"[99.12559502819235, 33.67019052141922, -192.09882907049894, -60.64642105361492]"
0,316,"[98.53734751602403, 33.56204967224041, -192.6502209017366, -60.72937181815384]"
0,317,"[97.78056951213767, 33.422926914749354, -193.35958422375924, -60.83608763540773]"
0,318,"[98.22019267843089, 33.5037453143825, -192.9475049243103, -60.774094890859395]"
0,319,"[97.43770247507109, 33.35989573862567, -193.68096949021336, -60.88443647203099]"
0,320,"[103.31529112339723, 37.049264787938476, -190.74793269725333, -58.42374744065635]"
0,321,"[102.50799270793763, 36.88968830659009, -191.48376598117804, -58.53445341046166]"
0,322,"[102.4802217925206, 36.88459434083013, -191.63345599656287, -58.479226400540526]"
0,323,"[95.3058309083675, 32.97966598824938, -195.87387595168545, -61.118380504684815]"
0,324,"[95.1511046527372, 32.951223483229825, -196.10296730286288, -61.19791353725063]"
