i,j,f_learnt
0,632,"[8.159413502398316, -157.22469060624346, -8.159413502398328, 157.22469060624346]"
0,633,"[8.338040958477096, -159.3428283702576, -8.3380409584771, 159.3428283702576]"
0,634,"[8.285571910119158, -158.3401268233493, -8.28557191011916, 158.3401268233493]"
0,635,"[8.413989810868673, -160.79423704188872, -8.413989810868676, 160.79423704188872]"
0,636,"[9.031932044641511, -160.3697259178754, -9.031932044641499, 160.3697259178754]"
0,637,"[9.108341966326345, -161.72644983225348, -9.108341966326332, 161.72644983225348]"
0,638,"[9.287423812821302, -164.90620212637114, -9.28742381282129, 164.90620212637114]"
0,639,"[8.829067216718602, -168.72650892326806, -8.829067216718606, 168.72650892326806]"
0,640,"[8.934837706940915, -170.7478193430732, -8.934837706940918, 170.7478193430732]"
0,641,"[8.918336541883809, -170.43247640764056, -8.91833654188381, 170.43247640764056]"
0,642,"[9.461108846225581, -171.8779858250282, -9.461108846225594, 171.8779858250282]"
0,643,"[9.432894031576964, -171.36541318781926, -9.432894031576978, 171.36541318781926]"
0,644,"[9.431575423700583, -171.34145831428708, -9.431575423700595, 171.34145831428708]"
0,645,"[9.505812511702985, -172.69010796696057, -9.505812511702997, 172.69010796696057]"
0,646,"[9.617357231533408, -174.71651756497704, -9.61735723153342, 174.71651756497704]"
0,647,"[9.88673542082451, -179.61025479526148, -9.886735420824522, 179.61025479526148]"
0,648,"[6.0624606465370166, -180.79325484023988, -6.06246064653701, 180.79325484023988]"
0,649,"[6.2154061671745024, -185.3543596624347, -6.215406167174496, 185.3543596624347]"
0,650,"[6.207778721767546, -185.12689580548948, -6.207778721767539, 185.12689580548948]"
0,651,"[6.330580323792493, -188.7890558794469, -6.3305803237924865, 188.7890558794469]"
0,652,"[6.428273249246849, -191.70243099188525, -6.428273249246843, 191.70243099188525]"
0,653,"[6.444471975051471, -192.1855055276606, -6.4444719750514645, 192.1855055276606]"
0,654,"[6.578548810898201, -196.18391293427317, -6.5785488108981935, 196.18391293427317]"
0,655,"[10.095229522897817, -194.5261553260034, -10.095229522897831, 194.5261553260034]"
0,656,"[10.128742160626048, -195.1719142517732, -10.128742160626064, 195.1719142517732]"
0,657,"[10.03753773375156, -193.414485510964, -10.037537733751574, 193.414485510964]"
0,658,"[10.093217338310271, -194.48738230645654, -10.093217338310286, 194.48738230645654]"
0,659,"[10.209009573080602, -196.71859638587776, -10.209009573080618, 196.71859638587776]"
0,660,"[10.290741198515866, -198.29349261071394, -10.29074119851588, 198.29349261071394]"
0,661,"[9.181506454790046, -198.63554655225468, -9.181506454790059, 198.63554655225468]"
0,662,"[9.226036181734427, -199.5989164189507, -9.22603618173444, 199.5989164189507]"
0,663,"[9.284921772030124, -200.87286546751187, -9.284921772030136, 200.87286546751187]"
0,664,"[10.546494087937495, -203.26089691586716, -10.546494087937502, 203.26089691586716]"
0,665,"[10.602096632569996, -204.3325158821863, -10.602096632570003, 204.3325158821863]"
0,666,"[10.690096416181076, -206.0285216634486, -10.690096416181083, 206.0285216634486]"
0,667,"[10.675110167106741, -205.7396940774418, -10.675110167106748, 205.7396940774418]"
0,668,"[10.781453692687101, -207.78923586928542, -10.781453692687109, 207.78923586928542]"
0,669,"[10.80840835045842, -208.30872868547394, -10.808408350458427, 208.30872868547394]"
0,670,"[11.622974572353884, -211.11367955417063, -11.62297457235388, 211.11367955417063]"
0,671,"[11.733223804995397, -213.11618941307844, -11.733223804995394, 213.11618941307844]"
0,672,"[11.80549065399025, -214.42880696258058, -11.805490653990246, 214.42880696258058]"
0,673,"[11.960412307134717, -217.24272348922753, -11.960412307134714, 217.24272348922753]"
0,674,"[12.07125634150879, -219.25603701819279, -12.071256341508786, 219.25603701819279]"
0,675,"[12.172327107755434, -221.0918339757497, -12.17232710775543, 221.0918339757497]"
0,676,"[7.42701093187343, -221.685101871605, -7.427010931873422, 221.685101871605]"
0,677,"[7.436288862831916, -221.96203415143555, -7.436288862831908, 221.96203415143555]"
0,678,"[7.5011509669104655, -223.898070368718, -7.501150966910458, 223.898070368718]"
0,679,"[7.534053213353319, -224.88015292136194, -7.534053213353311, 224.88015292136194]"
0,680,"[7.564270098139916, -225.7820814688765, -7.564270098139908, 225.7820814688765]"
0,681,"[7.4970095365992595, -223.77445490499306, -7.4970095365992515, 223.77445490499306]"
0,682,"[7.544942102765946, -225.2051698872516, -7.544942102765938, 225.2051698872516]"
0,683,"[7.631307182837586, -227.78303758523293, -7.631307182837578, 227.78303758523293]"
0,684,"[7.7001061239558, -229.83658246490944, -7.700106123955792, 229.83658246490944]"
0,685,"[7.667232717107068, -228.8553607307589, -7.66723271710706, 228.8553607307589]"
0,686,"[11.669382941048223, -224.81526456228002, -11.669382941048214, 224.81526456228002]"
0,687,"[11.757363884379505, -226.51025213372088, -11.757363884379496, 226.51025213372088]"
0,688,"[11.742852980028573, -226.23069383855025, -11.742852980028564, 226.23069383855025]"
0,689,"[22.22488521633226, -225.20231165669404, -22.22488521633227, 225.20231165669404]"
0,690,"[22.36479825932261, -226.6200350962371, -22.36479825932262, 226.6200350962371]"
0,691,"[22.338393514520906, -226.35247872822137, -22.338393514520916, 226.35247872822137]"
0,692,"[22.78460356139817, -230.87387593963905, -22.784603561398185, 230.87387593963905]"
0,693,"[22.19096585152136, -224.85861047259394, -22.19096585152137, 224.85861047259394]"
0,694,"[22.127653885295846, -224.2170772988236, -22.12765388529586, 224.2170772988236]"
0,695,"[13.841043185515806, -227.96955067161866, -13.841043185515796, 227.96955067161866]"
0,696,"[13.954805664521581, -229.8432809154037, -13.95480566452157, 229.8432809154037]"
0,697,"[13.871857094100582, -228.47707259755694, -13.871857094100571, 228.47707259755694]"
0,698,"[13.54274087690633, -223.056348512899, -13.54274087690632, 223.056348512899]"
0,699,"[13.68927027105746, -225.4697677687376, -13.689270271057449, 225.4697677687376]"
0,700,"[13.182348521174315, -217.12048932219218, -13.182348521174305, 217.12048932219218]"
0,701,"[14.618642273464037, -217.40646108134246, -14.618642273464037, 217.40646108134246]"
0,702,"[14.732212920043969, -219.09546830197078, -14.732212920043969, 219.09546830197078]"
0,703,"[14.598627570761058, -217.10880514292828, -14.598627570761058, 217.10880514292828]"
0,704,"[14.54887892031228, -216.36894997475886, -14.54887892031228, 216.36894997475886]"
0,705,"[13.50778405970733, -216.8169163712096, -13.507784059707314, 216.8169163712096]"
0,706,"[13.819319467111933, -221.81745132759818, -13.819319467111917, 221.81745132759818]"
0,707,"[13.91944395469763, -223.42457523153544, -13.919443954697613, 223.42457523153544]"
0,708,"[9.918522071517296, -225.17298206812188, -9.918522071517293, 225.17298206812188]"
0,709,"[9.81700720038791, -222.86836389097357, -9.817007200387906, 222.86836389097357]"
0,710,"[9.811311724313072, -222.7390636461567, -9.811311724313068, 222.7390636461567]"
0,711,"[22.48187974740259, -225.93381460275256, -22.481879747402616, 225.93381460275256]"
0,712,"[22.320443792235373, -224.31144843165058, -22.320443792235398, 224.31144843165058]"
0,713,"[22.406058442958255, -225.1718411052631, -22.40605844295828, 225.1718411052631]"
0,714,"[22.400526947422822, -225.11625180842407, -22.400526947422847, 225.11625180842407]"
0,715,"[22.684393145467833, -227.96899249032808, -22.68439314546786, 227.96899249032808]"
0,716,"[22.33104311191082, -224.41796731500793, -22.331043111910844, 224.41796731500793]"
0,717,"[22.212303912487226, -223.22468630069469, -22.21230391248725, 223.22468630069469]"
0,718,"[22.235942509855374, -223.46224466037148, -22.2359425098554, 223.46224466037148]"
0,719,"[22.390440566277988, -225.01488775020496, -22.390440566278013, 225.01488775020496]"
0,720,"[10.951325454886506, -228.98068631873693, -10.9513254548865, 228.98068631873693]"
0,721,"[11.036568600455455, -230.76303075336756, -11.03656860045545, 230.76303075336756]"
0,722,"[10.95967719213438, -229.1553123523481, -10.959677192134375, 229.1553123523481]"
0,723,"[10.897764934532246, -231.94369401670727, -10.89776493453223, 231.94369401670727]"
0,724,"[10.977819719238765, -233.64754821067177, -10.977819719238749, 233.64754821067177]"
0,725,"[10.788900088360174, -229.62665793440948, -10.788900088360158, 229.62665793440948]"
0,726,"[12.622791994599448, -229.10688440194895, -12.622791994599439, 229.10688440194895]"
0,727,"[12.719638701293869, -230.86467675445235, -12.719638701293858, 230.86467675445235]"
0,728,"[12.698062661693191, -230.473066149385, -12.698062661693182, 230.473066149385]"
0,729,"[12.704309740687364, -230.5864522216248, -12.704309740687354, 230.5864522216248]"
0,730,"[28.681922183418788, -230.19411005396583, -28.681922183418763, 230.19411005396583]"
0,731,"[28.443211896337584, -228.27827952684896, -28.443211896337562, 228.27827952684896]"
0,732,"[28.65207525035754, -229.95456585082852, -28.65207525035752, 229.95456585082852]"
0,733,"[11.171873678350266, -233.20114450536258, -11.171873678350272, 233.20114450536258]"
0,734,"[10.64599364676947, -222.22395045824305, -10.645993646769476, 222.22395045824305]"
0,735,"[10.31920840200483, -215.40265124911764, -10.319208402004833, 215.40265124911764]"
0,736,"[10.215895612556777, -213.24610513742863, -10.215895612556782, 213.24610513742863]"
0,737,"[10.050671762932764, -209.79723058502756, -10.050671762932769, 209.79723058502756]"
0,738,"[10.000051896330856, -208.74059396648522, -10.00005189633086, 208.74059396648522]"
0,739,"[8.892042425388254, -207.4855135748866, -8.892042425388272, 207.4855135748866]"
0,740,"[8.777825357939541, -204.8203905620959, -8.77782535793956, 204.8203905620959]"
0,741,"[8.7974648427784, -205.27865519953195, -8.797464842778417, 205.27865519953195]"
0,742,"[11.076897627933835, -201.15837313547559, -11.076897627933832, 201.15837313547559]"
0,743,"[11.177664746424671, -202.9883214027638, -11.177664746424668, 202.9883214027638]"
0,744,"[11.163101443909826, -202.7238493150216, -11.16310144390982, 202.7238493150216]"
0,745,"[6.8992268870150095, -205.99309705213062, -6.899226887014996, 205.99309705213062]"
0,746,"[6.955478930543495, -207.67263779658023, -6.955478930543482, 207.67263779658023]"
0,747,"[6.886402762326062, -205.6102018082257, -6.886402762326049, 205.6102018082257]"
0,748,"[6.880032526507217, -205.42000301830825, -6.880032526507204, 205.42000301830825]"
0,749,"[6.900947147065403, -206.04445957452896, -6.90094714706539, 206.04445957452896]"
0,750,"[7.006336940966928, -209.19112664302622, -7.006336940966915, 209.19112664302622]"
0,751,"[6.982267466613892, -208.47247430014843, -6.982267466613879, 208.47247430014843]"
0,752,"[7.032342365583496, -209.96758146102977, -7.0323423655834825, 209.96758146102977]"
0,753,"[6.850664485878291, -204.54314917039503, -6.850664485878278, 204.54314917039503]"
0,754,"[6.642019729216147, -198.3135555778993, -6.642019729216135, 198.3135555778993]"
0,755,"[6.5497749834060155, -195.55936569729417, -6.549774983406004, 195.55936569729417]"
0,756,"[6.511537400215983, -194.4176902147951, -6.51153740021597, 194.4176902147951]"
0,757,"[6.369191800500294, -190.16761822595174, -6.369191800500283, 190.16761822595174]"
0,758,"[10.206776402555098, -191.60349740979854, -10.206776402555096, 191.60349740979854]"
0,759,"[9.908569291382621, -186.00549827671125, -9.90856929138262, 186.00549827671125]"
0,760,"[9.705353026953444, -182.19068491551747, -9.705353026953443, 182.19068491551747]"
0,761,"[8.75113378828577, -182.40360204032564, -8.751133788285777, 182.40360204032564]"
0,762,"[8.639970044285283, -180.08656886353663, -8.63997004428529, 180.08656886353663]"
0,763,"[8.485602808465478, -176.86902693905688, -8.485602808465485, 176.86902693905688]"
0,764,"[8.503625157938123, -179.87507627983308, -8.503625157938105, 179.87507627983308]"
0,765,"[8.506666468938295, -179.9394083779661, -8.50666646893828, 179.9394083779661]"
0,766,"[8.386836069777699, -177.404665631276, -8.386836069777683, 177.404665631276]"
0,767,"[9.425871174778859, -176.94419981314826, -9.425871174778857, 176.94419981314826]"
0,768,"[9.421601055231664, -176.86404033797882, -9.421601055231662, 176.86404033797882]"
0,769,"[9.425621988864817, -176.9395220490088, -9.425621988864815, 176.9395220490088]"
0,770,"[8.390946295740251, -177.49160822279552, -8.390946295740235, 177.49160822279552]"
0,771,"[8.4568377823841, -178.88539451583196, -8.456837782384085, 178.88539451583196]"
0,772,"[8.669329221865198, -183.38017329259793, -8.66932922186518, 183.38017329259793]"
0,773,"[6.022196208492766, -179.9147822509366, -6.0221962084927805, 179.9147822509366]"
0,774,"[5.952493035887264, -177.83238063409243, -5.952493035887279, 177.83238063409243]"
0,775,"[5.975442921179281, -178.5180148233562, -5.9754429211792965, 178.5180148233562]"
0,776,"[5.891059939177002, -175.9970498286895, -5.891059939177017, 175.9970498286895]"
0,777,"[5.943314169997859, -177.5581594694824, -5.9433141699978735, 177.5581594694824]"
0,778,"[5.716308031632959, -170.77628811564804, -5.716308031632973, 170.77628811564804]"
0,779,"[5.623882289510363, -168.01504343137202, -5.6238822895103775, 168.01504343137202]"
0,780,"[5.674777688651182, -169.53555759879177, -5.674777688651196, 169.53555759879177]"
0,781,"[5.688131817378179, -169.93451589886848, -5.688131817378193, 169.93451589886848]"
0,782,"[5.596166287095126, -167.18702017095887, -5.59616628709514, 167.18702017095887]"
0,783,"[5.645697507141918, -168.66677910952924, -5.645697507141932, 168.66677910952924]"
0,784,"[5.563631830767174, -166.21504426329227, -5.5636318307671875, 166.21504426329227]"
0,785,"[5.529203582580091, -165.18649079850726, -5.529203582580105, 165.18649079850726]"
0,786,"[5.605013074953069, -167.45132041226245, -5.605013074953083, 167.45132041226245]"
0,787,"[5.691446848124876, -170.0335533619963, -5.691446848124889, 170.0335533619963]"
0,788,"[5.727360545260251, -171.1064850261664, -5.727360545260265, 171.1064850261664]"
0,789,"[5.735929819487027, -171.36249447075824, -5.735929819487041, 171.36249447075824]"
0,790,"[5.756508987545017, -171.97730282503224, -5.756508987545032, 171.97730282503224]"
0,791,"[5.812294814344477, -173.6439198753301, -5.812294814344491, 173.6439198753301]"
0,792,"[5.785673806448913, -172.84860987993733, -5.785673806448927, 172.84860987993733]"
0,793,"[5.732195303025382, -171.2509247555334, -5.732195303025396, 171.2509247555334]"
0,794,"[5.766786847672873, -172.28435674737057, -5.766786847672887, 172.28435674737057]"
0,795,"[5.759174070141652, -172.05692290688512, -5.7591740701416665, 172.05692290688512]"
0,796,"[5.808721626010694, -173.5371698826767, -5.808721626010709, 173.5371698826767]"
0,797,"[5.837215762637355, -174.388440118506, -5.837215762637369, 174.388440118506]"
0,798,"[5.883936659963538, -175.784239886231, -5.8839366599635525, 175.784239886231]"
0,799,"[5.977980409324177, -178.5938229855694, -5.977980409324192, 178.5938229855694]"
0,800,"[6.024105984194005, -179.9718373297718, -6.024105984194019, 179.9718373297718]"
0,801,"[8.083644961308961, -176.83935127675034, -8.083644961308966, 176.83935127675034]"
0,802,"[8.183298138910416, -179.0193831020044, -8.183298138910422, 179.0193831020044]"
0,803,"[8.152756441942055, -178.35124714296276, -8.15275644194206, 178.35124714296276]"
0,804,"[8.092767682429685, -177.0389216552849, -8.092767682429688, 177.0389216552849]"
0,805,"[18.160716593227626, -177.53350674569748, -18.160716593227612, 177.53350674569748]"
0,806,"[18.10820062649394, -177.02012701827812, -18.108200626493925, 177.02012701827812]"
0,807,"[18.203244923829697, -177.94925045432635, -18.203244923829683, 177.94925045432635]"
0,808,"[6.027470107387271, -180.12621492443, -6.027470107387282, 180.12621492443]"
0,809,"[6.061020376486211, -181.1288383924554, -6.061020376486223, 181.1288383924554]"
0,810,"[6.09550821625616, -182.15948042435326, -6.095508216256172, 182.15948042435326]"
0,811,"[6.103730411743908, -182.40519428525843, -6.1037304117439195, 182.40519428525843]"
0,812,"[6.152037202073752, -183.84880481210263, -6.152037202073764, 183.84880481210263]"
0,813,"[6.193802357544721, -185.09692371384477, -6.193802357544732, 185.09692371384477]"
0,814,"[6.141641738949546, -183.53814455305715, -6.1416417389495574, 183.53814455305715]"
0,815,"[6.156881066019718, -183.9935598855664, -6.1568810660197295, 183.9935598855664]"
0,816,"[6.1819169015828415, -184.74173618791406, -6.181916901582853, 184.74173618791406]"
0,817,"[6.215206047417946, -185.7365561920806, -6.215206047417958, 185.7365561920806]"
0,818,"[6.307266356034644, -188.48770628332323, -6.307266356034656, 188.48770628332323]"
0,819,"[6.327925510421185, -189.10508890271214, -6.327925510421196, 189.10508890271214]"
0,820,"[6.384187496816592, -190.78643422222086, -6.384187496816604, 190.78643422222086]"
0,821,"[6.427558683727157, -192.08254811342132, -6.427558683727169, 192.08254811342132]"
0,822,"[6.382942277422936, -190.7492218176575, -6.3829422774229485, 190.7492218176575]"
0,823,"[6.393247579721048, -191.05718769115654, -6.39324757972106, 191.05718769115654]"
0,824,"[6.431848366397111, -192.21074191426968, -6.431848366397124, 192.21074191426968]"
0,825,"[6.413468308625718, -191.6614683090143, -6.413468308625729, 191.6614683090143]"
0,826,"[19.897159029097665, -192.9454477688141, -19.89715902909766, 192.9454477688141]"
0,827,"[19.852666897729133, -192.5140015409111, -19.85266689772913, 192.5140015409111]"
0,828,"[19.699751156733285, -191.03115687579097, -19.69975115673328, 191.03115687579097]"
0,829,"[19.775766890387356, -191.76829174745333, -19.77576689038735, 191.76829174745333]"
0,830,"[19.651136042097743, -193.0376793522549, -19.651136042097725, 193.0376793522549]"
0,831,"[19.79104933459275, -194.41208016225949, -19.79104933459273, 194.41208016225949]"
0,832,"[19.516283720051607, -191.71299363193407, -19.516283720051586, 191.71299363193407]"
0,833,"[6.065334845316131, -193.84132131590277, -6.065334845316147, 193.84132131590277]"
0,834,"[6.099782676197908, -194.9422354822075, -6.099782676197924, 194.9422354822075]"
0,835,"[5.977684201479904, -191.04010472214384, -5.97768420147992, 191.04010472214384]"
0,836,"[5.306211873455853, -192.27493396060999, -5.306211873455855, 192.27493396060999]"
0,837,"[5.294465409424572, -191.8492912140051, -5.294465409424575, 191.8492912140051]"
0,838,"[5.301288056336162, -192.09651541380097, -5.301288056336165, 192.09651541380097]"
0,839,"[4.699122473191001, -191.0604025426081, -4.699122473190988, 191.0604025426081]"
0,840,"[4.726579684269887, -192.1767781704744, -4.726579684269874, 192.1767781704744]"
0,841,"[4.7224970788924, -192.01078457671397, -4.722497078892387, 192.01078457671397]"
0,842,"[6.532179363485166, -192.3319440903004, -6.532179363485158, 192.3319440903004]"
0,843,"[6.560301722392092, -193.1599721740376, -6.560301722392084, 193.1599721740376]"
0,844,"[6.657499390672729, -196.02183732825546, -6.657499390672721, 196.02183732825546]"
0,845,"[6.577667451469261, -193.6712845933854, -6.577667451469253, 193.6712845933854]"
0,846,"[6.617391687608447, -194.8409156061008, -6.617391687608439, 194.8409156061008]"
0,847,"[6.58747702869178, -193.96011546481822, -6.587477028691771, 193.96011546481822]"
0,848,"[5.3729141011214265, -194.69194382099292, -5.37291410112143, 194.69194382099292]"
0,849,"[5.413220568247313, -196.15248167542424, -5.413220568247316, 196.15248167542424]"
0,850,"[5.432144274882219, -196.83819768720252, -5.432144274882223, 196.83819768720252]"
0,851,"[5.078377751233943, -199.73579313502438, -5.078377751233941, 199.73579313502438]"
0,852,"[5.103095507539885, -200.70795804715326, -5.103095507539884, 200.70795804715326]"
0,853,"[5.090944953515053, -200.23006911016148, -5.09094495351505, 200.23006911016148]"
0,854,"[5.102568832159828, -200.68724357298186, -5.102568832159825, 200.68724357298186]"
0,855,"[6.117375448084719, -201.4326683324184, -6.117375448084704, 201.4326683324184]"
0,856,"[6.068980786486411, -199.8391310546233, -6.068980786486396, 199.8391310546233]"
0,857,"[6.0788530384279325, -200.16420413014512, -6.078853038427917, 200.16420413014512]"
0,858,"[6.111599011260053, -201.24246207600655, -6.111599011260038, 201.24246207600655]"
0,859,"[6.150281333770757, -202.5161918816646, -6.150281333770742, 202.5161918816646]"
0,860,"[6.099604385812825, -200.84750357950955, -6.099604385812809, 200.84750357950955]"
0,861,"[4.783354240530373, -202.21828307500297, -4.78335424053039, 202.21828307500297]"
0,862,"[4.85436352240462, -205.2202298974501, -4.854363522404638, 205.2202298974501]"
0,863,"[4.879930673553502, -206.30109180908488, -4.8799306735535195, 206.30109180908488]"
0,864,"[4.836771542173426, -204.47652164182927, -4.836771542173444, 204.47652164182927]"
0,865,"[4.854008662364624, -205.20522804218047, -4.854008662364643, 205.20522804218047]"
0,866,"[4.8879816561899885, -206.6414504369327, -4.887981656190006, 206.6414504369327]"
0,867,"[4.912812273438577, -207.69117507266145, -4.912812273438596, 207.69117507266145]"
0,868,"[4.8788875620328955, -206.25699383721286, -4.878887562032913, 206.25699383721286]"
0,869,"[4.904017419831335, -207.31936899121274, -4.904017419831352, 207.31936899121274]"
0,870,"[6.989436261576755, -208.74891293242717, -6.989436261576773, 208.74891293242717]"
0,871,"[7.01277278577825, -209.44588960928212, -7.012772785778267, 209.44588960928212]"
0,872,"[7.047844052704836, -210.4933401578098, -7.047844052704853, 210.4933401578098]"
0,873,"[2.509432041724272, -211.39967847953287, -2.509432041724262, 211.39967847953287]"
0,874,"[2.5052248076336645, -211.04525249020367, -2.5052248076336547, 211.04525249020367]"
0,875,"[2.511315524317923, -211.5583468985613, -2.5113155243179133, 211.5583468985613]"
0,876,"[2.5056937671317554, -211.08475859575583, -2.5056937671317456, 211.08475859575583]"
0,877,"[2.514289240441595, -211.8088588159917, -2.514289240441585, 211.8088588159917]"
0,878,"[2.4820964181526426, -209.09686974114229, -2.482096418152633, 209.09686974114229]"
0,879,"[2.4943046009647545, -210.12531198559793, -2.4943046009647447, 210.12531198559793]"
0,880,"[2.5101405747036036, -211.45936674426068, -2.510140574703594, 211.45936674426068]"
0,881,"[2.5171271568164397, -212.0479306853306, -2.51712715681643, 212.0479306853306]"
0,882,"[2.5280571315919986, -212.96869407518312, -2.528057131591989, 212.96869407518312]"
0,883,"[2.5336180058775186, -213.4371534781388, -2.533618005877509, 213.4371534781388]"
0,884,"[2.57294538128062, -216.750171873308, -2.5729453812806096, 216.750171873308]"
0,885,"[2.5809122400517017, -217.4213163214124, -2.5809122400516915, 217.4213163214124]"
0,886,"[2.586150252779263, -217.86257720756785, -2.5861502527792526, 217.86257720756785]"
0,887,"[2.588058483412028, -218.0233304519371, -2.5880584834120177, 218.0233304519371]"
0,888,"[2.598500848240542, -218.90301658434058, -2.5985008482405316, 218.90301658434058]"
0,889,"[2.587017984127633, -217.93567666792464, -2.587017984127623, 217.93567666792464]"
0,890,"[2.594824963592727, -218.59335255688123, -2.5948249635927167, 218.59335255688123]"
0,891,"[2.5924955350980583, -218.3971167447029, -2.5924955350980476, 218.3971167447029]"
0,892,"[2.598247787552964, -218.88169823536748, -2.5982477875529537, 218.88169823536748]"
0,893,"[2.6120285464778368, -220.0426175021512, -2.6120285464778266, 220.0426175021512]"
0,894,"[2.6219757120994522, -220.8805870423613, -2.621975712099442, 220.8805870423613]"
0,895,"[6.668927458789448, -219.52179782940362, -6.668927458789446, 219.52179782940362]"
0,896,"[6.693947884234398, -220.34539784755842, -6.6939478842343965, 220.34539784755842]"
0,897,"[6.716130042570814, -221.07557032399293, -6.7161300425708115, 221.07557032399293]"
0,898,"[5.234312594488982, -222.22271356373514, -5.234312594488993, 222.22271356373514]"
0,899,"[5.250648242127721, -222.91624339799145, -5.250648242127732, 222.91624339799145]"
0,900,"[5.257727314350639, -223.21678537184044, -5.2577273143506496, 223.21678537184044]"
0,901,"[4.677157757256637, -222.79518101650226, -4.6771577572566265, 222.79518101650226]"
0,902,"[4.629223797790529, -220.5118594502113, -4.629223797790519, 220.5118594502113]"
0,903,"[4.5962203660221395, -218.93974964835652, -4.596220366022129, 218.93974964835652]"
0,904,"[4.599200449929928, -219.08170516239707, -4.599200449929917, 219.08170516239707]"
0,905,"[7.357472152004172, -219.67511721039688, -7.357472152004158, 219.67511721039688]"
0,906,"[7.382683364186191, -220.42785889622064, -7.382683364186176, 220.42785889622064]"
0,907,"[7.448077071039222, -222.38034609847924, -7.448077071039209, 222.38034609847924]"
0,908,"[2.6540352776151535, -223.76988515469895, -2.654035277615145, 223.76988515469895]"
0,909,"[2.629834279760324, -221.7294245186706, -2.6298342797603156, 221.7294245186706]"
0,910,"[2.623371382248466, -221.1845177323167, -2.6233713822484575, 221.1845177323167]"
0,911,"[2.6320222754822926, -221.9139011741067, -2.632022275482284, 221.9139011741067]"
0,912,"[2.623153525493752, -221.16614955861772, -2.6231535254937435, 221.16614955861772]"
0,913,"[2.637802987927417, -222.4012908372615, -2.6378029879274085, 222.4012908372615]"
0,914,"[2.6113241715064888, -220.16878030527351, -2.6113241715064803, 220.16878030527351]"
0,915,"[2.5993307215118877, -219.1575756123532, -2.5993307215118793, 219.1575756123532]"
0,916,"[2.597574088937803, -219.00946851194004, -2.5975740889377947, 219.00946851194004]"
0,917,"[2.6089901163591924, -219.97198893001928, -2.608990116359184, 219.97198893001928]"
0,918,"[2.6132640630396096, -220.33233853271693, -2.613264063039601, 220.33233853271693]"
0,919,"[2.6168343634730324, -220.63336155403587, -2.616834363473024, 220.63336155403587]"
0,920,"[2.600056260448569, -219.21874803379978, -2.6000562604485604, 219.21874803379978]"
0,921,"[2.6065678600473263, -219.7677610430378, -2.606567860047318, 219.7677610430378]"
0,922,"[2.6030174367191163, -219.46841392165442, -2.603017436719108, 219.46841392165442]"
0,923,"[2.61092328686425, -220.13498048689482, -2.6109232868642414, 220.13498048689482]"
0,924,"[2.6251717972785307, -221.33631626638532, -2.6251717972785222, 221.33631626638532]"
0,925,"[2.6407060778297633, -222.6460592845843, -2.640706077829755, 222.6460592845843]"
0,926,"[2.6364691631419364, -222.28883196319117, -2.636469163141928, 222.28883196319117]"
0,927,"[2.6481572901343218, -223.27429393380592, -2.6481572901343133, 223.27429393380592]"
0,928,"[2.6557024938225537, -223.91045328595348, -2.655702493822545, 223.91045328595348]"
0,929,"[2.657247774815059, -224.04074068384196, -2.6572477748150507, 224.04074068384196]"
0,930,"[2.664058628297853, -224.61498470934706, -2.6640586282978447, 224.61498470934706]"
0,931,"[2.658239428144735, -224.12435002904036, -2.6582394281447264, 224.12435002904036]"
0,932,"[2.642557997743222, -222.8022003539384, -2.6425579977432134, 222.8022003539384]"
0,933,"[2.651547268585129, -223.56011345361864, -2.6515472685851202, 223.56011345361864]"
0,934,"[2.657495965830386, -224.0616664324424, -2.6574959658303774, 224.0616664324424]"
0,935,"[2.667587301067961, -224.9124979742141, -2.667587301067952, 224.9124979742141]"
0,936,"[2.673539954573149, -225.41438451749266, -2.6735399545731404, 225.41438451749266]"
0,937,"[2.676021467810687, -225.62360853831, -2.676021467810678, 225.62360853831]"
0,938,"[2.6833848554040167, -226.2444384157446, -2.683384855404008, 226.2444384157446]"
0,939,"[2.6740462352166174, -225.45707059721454, -2.6740462352166086, 225.45707059721454]"
0,940,"[2.707815698014253, -228.3042779707175, -2.7078156980142443, 228.3042779707175]"
0,941,"[2.7093429350250346, -228.43304402495536, -2.709342935025026, 228.43304402495536]"
0,942,"[2.719249962628838, -229.26833602270136, -2.7192499626288296, 229.26833602270136]"
0,943,"[2.7366356746160063, -230.7341789252106, -2.736635674615998, 230.7341789252106]"
0,944,"[2.7421563876130843, -231.1996472344481, -2.7421563876130755, 231.1996472344481]"
0,945,"[2.7522260529039264, -232.04865171629612, -2.7522260529039175, 232.04865171629612]"
0,946,"[2.7578296102662776, -232.52110488902025, -2.7578296102662687, 232.52110488902025]"
0,947,"[2.732062784953603, -230.34862451935487, -2.732062784953594, 230.34862451935487]"
0,948,"[2.7387429533085963, -230.91185007939868, -2.7387429533085874, 230.91185007939868]"
0,949,"[2.744585982345544, -231.40449384626234, -2.744585982345535, 231.40449384626234]"
0,950,"[2.7469548011707703, -231.6042162542288, -2.7469548011707614, 231.6042162542288]"
0,951,"[2.727423348761454, -229.9574593707014, -2.727423348761445, 229.9574593707014]"
0,952,"[2.744637640435191, -231.40884929883873, -2.7446376404351827, 231.40884929883873]"
0,953,"[2.776685344820261, -234.11088991985216, -2.776685344820252, 234.11088991985216]"
0,954,"[2.782720965924477, -234.61977171683466, -2.7827209659244683, 234.61977171683466]"
