i,j,f_learnt
0,308,"[2.7086490282960556, -79.96496734075401, -2.7086490282960503, 79.96496734075401]"
0,309,"[2.78394040015044, -82.18772563408812, -2.7839404001504344, 82.18772563408812]"
0,310,"[2.823231616450897, -83.3476842686038, -2.823231616450891, 83.3476842686038]"
0,311,"[2.888504014737716, -85.2746615708428, -2.88850401473771, 85.2746615708428]"
0,312,"[2.7370220435414176, -80.80259791368998, -2.737022043541412, 80.80259791368998]"
0,313,"[2.8053898177681638, -82.82095716809695, -2.805389817768158, 82.82095716809695]"
0,314,"[4.382003191273624, -84.63355417172329, -4.3820031912736175, 84.63355417172329]"
0,315,"[4.467431260558486, -86.2835030225147, -4.467431260558481, 86.2835030225147]"
0,316,"[4.542482037000533, -87.73302591795368, -4.542482037000527, 87.73302591795368]"
0,317,"[4.639034552074629, -89.59783115844567, -4.639034552074623, 89.59783115844567]"
0,318,"[4.582945815123412, -88.51453912282196, -4.582945815123406, 88.51453912282196]"
0,319,"[4.682778786968847, -90.44270276442558, -4.682778786968841, 90.44270276442558]"
0,320,"[3.108424627628352, -91.76717663781741, -3.1084246276283456, 91.76717663781741]"
0,321,"[3.174003060651115, -93.7031887235995, -3.1740030606511085, 93.7031887235995]"
0,322,"[3.176324688529841, -93.77172801959551, -3.176324688529834, 93.77172801959551]"
0,323,"[4.94666184511759, -95.53931272155809, -4.946661845117583, 95.53931272155809]"
0,324,"[4.966401213745492, -95.92055683553136, -4.966401213745485, 95.92055683553136]"
0,325,"[5.062285761598411, -97.77246102654192, -5.062285761598405, 97.77246102654192]"
0,326,"[5.159948997129903, -99.65871860649997, -5.159948997129896, 99.65871860649997]"
0,327,"[5.182506066926207, -100.09438350796846, -5.182506066926201, 100.09438350796846]"
0,328,"[5.219923936803907, -100.81706835758045, -5.2199239368039, 100.81706835758045]"
0,329,"[5.303356191626421, -102.4284702552906, -5.303356191626414, 102.4284702552906]"
0,330,"[5.916980821310939, -99.09395924066006, -5.916980821310937, 99.09395924066006]"
0,331,"[6.031611242274171, -101.01371909889019, -6.0316112422741694, 101.01371909889019]"
0,332,"[6.155047750243275, -103.08095789159422, -6.1550477502432726, 103.08095789159422]"
0,333,"[6.1172976988639585, -102.44874322575625, -6.117297698863956, 102.44874322575625]"
0,334,"[6.227632287952873, -104.29655913123175, -6.22763228795287, 104.29655913123175]"
0,335,"[6.23951085934063, -104.49549414631515, -6.239510859340627, 104.49549414631515]"
0,336,"[6.373202673875485, -106.7344825122419, -6.3732026738754834, 106.7344825122419]"
0,337,"[6.585874552599682, -110.29618046570272, -6.585874552599679, 110.29618046570272]"
0,338,"[6.697171223277293, -112.1601087224965, -6.69717122327729, 112.1601087224965]"
0,339,"[6.895154395944367, -109.4762900472226, -6.895154395944371, 109.4762900472226]"
0,340,"[7.06172118716441, -112.12091746246458, -7.061721187164414, 112.12091746246458]"
0,341,"[7.05919983087605, -112.08088518523243, -7.059199830876055, 112.08088518523243]"
0,342,"[7.1597596275585955, -113.67750113268437, -7.1597596275586, 113.67750113268437]"
0,343,"[7.286641041759121, -115.69203274502777, -7.286641041759125, 115.69203274502777]"
0,344,"[7.412693814383567, -117.6934077838822, -7.412693814383571, 117.6934077838822]"
0,345,"[7.3086164543909335, -116.04094250237894, -7.308616454390939, 116.04094250237894]"
0,346,"[7.2604699299323405, -115.27650670098558, -7.260469929932345, 115.27650670098558]"
0,347,"[7.157585283696562, -113.6429784685592, -7.157585283696568, 113.6429784685592]"
0,348,"[6.364854551614631, -115.81891963451909, -6.364854551614626, 115.81891963451909]"
0,349,"[6.226145538028649, -113.29488268020677, -6.226145538028644, 113.29488268020677]"
0,350,"[6.32042104190109, -115.01037938448515, -6.320421041901086, 115.01037938448515]"
0,351,"[6.429518698064027, -116.99558934788395, -6.429518698064022, 116.99558934788395]"
0,352,"[6.2549657082318335, -113.81931272798674, -6.254965708231829, 113.81931272798674]"
0,353,"[5.777695062840519, -105.13459415755702, -5.777695062840515, 105.13459415755702]"
0,354,"[5.88473883036459, -107.08243026405556, -5.884738830364586, 107.08243026405556]"
0,355,"[7.33482050810455, -107.5717536003239, -7.334820508104556, 107.5717536003239]"
0,356,"[7.3703222155959285, -108.09241813825412, -7.370322215595934, 108.09241813825412]"
0,357,"[7.4914774591197215, -109.86926898134267, -7.491477459119728, 109.86926898134267]"
0,358,"[7.1772805839367155, -105.26128862220062, -7.177280583936722, 105.26128862220062]"
0,359,"[7.392879300361779, -108.42323811696969, -7.392879300361784, 108.42323811696969]"
0,360,"[7.208642697826103, -105.72124228895589, -7.208642697826109, 105.72124228895589]"
0,361,"[8.018474855761507, -107.63434993204199, -8.018474855761498, 107.63434993204199]"
0,362,"[8.146977742712425, -109.3592820357343, -8.146977742712416, 109.3592820357343]"
0,363,"[8.320303447093263, -111.68588402091606, -8.320303447093254, 111.68588402091606]"
0,364,"[10.798570247304399, -109.42072179941164, -10.798570247304406, 109.42072179941164]"
0,365,"[10.45159826536316, -105.9048929592316, -10.451598265363165, 105.9048929592316]"
0,366,"[10.487636891605195, -106.27006838576986, -10.4876368916052, 106.27006838576986]"
0,367,"[5.807723925629128, -104.68741980750096, -5.807723925629122, 104.68741980750096]"
0,368,"[5.876972514806135, -105.93566373560144, -5.876972514806129, 105.93566373560144]"
0,369,"[5.971635949754462, -107.64202424477149, -5.9716359497544556, 107.64202424477149]"
0,370,"[5.969253683669063, -107.59908258759754, -5.9692536836690575, 107.59908258759754]"
0,371,"[5.7528744572511, -103.69872795578095, -5.752874457251094, 103.69872795578095]"
0,372,"[5.819796021868669, -104.9050259856129, -5.819796021868663, 104.9050259856129]"
0,373,"[5.687868311796561, -102.52695641043678, -5.687868311796556, 102.52695641043678]"
0,374,"[5.7327490051713985, -103.3359556068086, -5.732749005171392, 103.3359556068086]"
0,375,"[5.823045802165779, -104.9636050638546, -5.8230458021657725, 104.9636050638546]"
0,376,"[5.938516522964955, -107.04502835094182, -5.938516522964949, 107.04502835094182]"
0,377,"[5.872342044923836, -105.85219696777955, -5.872342044923831, 105.85219696777955]"
0,378,"[5.964315708790187, -107.51007287298927, -5.96431570879018, 107.51007287298927]"
0,379,"[6.005359152140999, -108.24990352600133, -6.0053591521409935, 108.24990352600133]"
0,380,"[6.064031037879424, -109.30749655415664, -6.064031037879418, 109.30749655415664]"
0,381,"[6.194303994088599, -111.65573828032595, -6.1943039940885924, 111.65573828032595]"
0,382,"[6.293897795673439, -113.45097136134878, -6.293897795673433, 113.45097136134878]"
0,383,"[6.31753005333034, -113.87695581068002, -6.317530053330334, 113.87695581068002]"
0,384,"[6.272110798192539, -113.0582487421549, -6.272110798192533, 113.0582487421549]"
0,385,"[6.384214161695628, -115.07897356089005, -6.384214161695621, 115.07897356089005]"
0,386,"[6.472879161148105, -116.67720896924891, -6.472879161148099, 116.67720896924891]"
0,387,"[6.583220165155241, -118.66616628822561, -6.583220165155234, 118.66616628822561]"
0,388,"[6.676886759170499, -120.35455819100564, -6.6768867591704915, 120.35455819100564]"
0,389,"[8.975258443406716, -122.22617085896468, -8.975258443406709, 122.22617085896468]"
0,390,"[8.754471707853199, -119.21947000089845, -8.754471707853194, 119.21947000089845]"
0,391,"[8.850288009564565, -120.52430815546442, -8.850288009564558, 120.52430815546442]"
0,392,"[9.807110707258925, -120.52657151706362, -9.807110707258932, 120.52657151706362]"
0,393,"[9.952701687517331, -122.31584281399779, -9.952701687517338, 122.31584281399779]"
0,394,"[10.102372658279466, -124.1552560214207, -10.10237265827947, 124.1552560214207]"
0,395,"[9.854827250646245, -124.50085560493198, -9.854827250646233, 124.50085560493198]"
0,396,"[9.920170540281696, -125.32636936186984, -9.920170540281685, 125.32636936186984]"
0,397,"[9.92114731298496, -125.33870940946223, -9.921147312984948, 125.33870940946223]"
0,398,"[10.137461315206577, -124.58648552874472, -10.137461315206584, 124.58648552874472]"
0,399,"[10.267563978108578, -126.18540985751893, -10.267563978108585, 126.18540985751893]"
0,400,"[10.412718150323336, -127.96931290915809, -10.412718150323343, 127.96931290915809]"
0,401,"[11.034547946852445, -130.05889782555818, -11.034547946852433, 130.05889782555818]"
0,402,"[11.100616876259151, -130.8376204502219, -11.100616876259139, 130.8376204502219]"
0,403,"[11.040278422022352, -130.12644017420754, -11.040278422022338, 130.12644017420754]"
0,404,"[11.327366765224685, -133.51021209448018, -11.327366765224673, 133.51021209448018]"
0,405,"[7.512851261786049, -135.54581843133883, -7.51285126178604, 135.54581843133883]"
0,406,"[7.640466791823572, -137.84824009000653, -7.640466791823563, 137.84824009000653]"
0,407,"[7.718093336603486, -139.24876742344517, -7.718093336603477, 139.24876742344517]"
0,408,"[10.264489161523878, -139.78307298304466, -10.264489161523871, 139.78307298304466]"
0,409,"[10.32900187535477, -140.66161503651193, -10.329001875354763, 140.66161503651193]"
0,410,"[10.279547350666247, -139.9881372506139, -10.27954735066624, 139.9881372506139]"
0,411,"[12.255067183314935, -139.97362636419643, -12.255067183314932, 139.97362636419643]"
0,412,"[12.442769388662889, -142.11750350220848, -12.442769388662885, 142.11750350220848]"
0,413,"[12.599118456527448, -143.90327470038352, -12.599118456527442, 143.90327470038352]"
0,414,"[12.708585981464141, -145.1535792646346, -12.708585981464138, 145.1535792646346]"
0,415,"[12.896494467633143, -147.29981247904664, -12.89649446763314, 147.29981247904664]"
0,416,"[13.148091438642469, -150.1734760736755, -13.148091438642464, 150.1734760736755]"
0,417,"[16.54837395657734, -152.16089159744803, -16.548373956577333, 152.16089159744803]"
0,418,"[16.79563013957239, -154.43439117850835, -16.79563013957238, 154.43439117850835]"
0,419,"[16.95714357768054, -155.91949351013275, -16.957143577680533, 155.91949351013275]"
0,420,"[13.36944143894785, -157.87903613083822, -13.369441438947858, 157.87903613083822]"
0,421,"[13.567788015643504, -160.2213005022827, -13.567788015643512, 160.2213005022827]"
0,422,"[13.513598671336458, -159.5813813637886, -13.513598671336466, 159.5813813637886]"
0,423,"[14.356594221897318, -160.68425695930475, -14.356594221897327, 160.68425695930475]"
0,424,"[14.543348153074605, -162.77447530786552, -14.543348153074614, 162.77447530786552]"
0,425,"[14.742581079564498, -165.0043631392028, -14.742581079564507, 165.0043631392028]"
0,426,"[10.93506094249678, -166.93871562964947, -10.935060942496765, 166.93871562964947]"
0,427,"[11.077121099033914, -169.10745892236324, -11.0771210990339, 169.10745892236324]"
0,428,"[11.030797132016113, -168.40025997784082, -11.0307971320161, 168.40025997784082]"
0,429,"[11.12236265056772, -169.7981333087121, -11.122362650567707, 169.7981333087121]"
0,430,"[11.271745364509881, -172.0786654917437, -11.271745364509867, 172.0786654917437]"
0,431,"[11.416739793508427, -174.2922044813988, -11.416739793508413, 174.2922044813988]"
0,432,"[11.110572700464946, -169.61814353656132, -11.110572700464932, 169.61814353656132]"
0,433,"[11.176900872072338, -170.63073412352082, -11.176900872072324, 170.63073412352082]"
0,434,"[11.187824464394298, -170.79749775491527, -11.187824464394284, 170.79749775491527]"
0,435,"[10.986509091559835, -167.72414224695632, -10.986509091559823, 167.72414224695632]"
0,436,"[18.467782745998502, -168.6173357144139, -18.467782745998505, 168.6173357144139]"
0,437,"[18.7057132082048, -170.78972430996512, -18.7057132082048, 170.78972430996512]"
0,438,"[18.12724228514214, -165.5080818314593, -18.127242285142145, 165.5080818314593]"
0,439,"[18.288606013082553, -166.9813892804628, -18.288606013082557, 166.9813892804628]"
0,440,"[18.099179786334727, -165.25186137189056, -18.09917978633473, 165.25186137189056]"
0,441,"[17.785247624873957, -162.3855505976829, -17.78524762487396, 162.3855505976829]"
0,442,"[17.85170650880976, -162.99234352447516, -17.85170650880976, 162.99234352447516]"
0,443,"[18.081672227878222, -165.09201122082465, -18.081672227878222, 165.09201122082465]"
0,444,"[18.38895529843885, -167.89761346234465, -18.38895529843885, 167.89761346234465]"
0,445,"[14.222056689774968, -168.2476826515257, -14.222056689774961, 168.2476826515257]"
0,446,"[14.406912274947299, -170.43453399861653, -14.406912274947292, 170.43453399861653]"
0,447,"[14.367224598909123, -169.96502669254258, -14.367224598909116, 169.96502669254258]"
0,448,"[12.943949269265987, -168.03378419804025, -12.94394926926599, 168.03378419804025]"
0,449,"[12.976009042524359, -168.44997286728403, -12.97600904252436, 168.44997286728403]"
0,450,"[13.135006538202271, -170.51402227917472, -13.135006538202273, 170.51402227917472]"
0,451,"[10.475754640909773, -165.79790003943577, -10.475754640909763, 165.79790003943577]"
0,452,"[10.47270385128689, -165.74961573627343, -10.472703851286878, 165.74961573627343]"
0,453,"[10.490972978500059, -166.03875795383433, -10.490972978500047, 166.03875795383433]"
0,454,"[10.16388837639571, -160.8620483015905, -10.163888376395699, 160.8620483015905]"
0,455,"[10.660951306821376, -162.2069218675395, -10.660951306821369, 162.2069218675395]"
0,456,"[10.818286750983752, -164.60078873398993, -10.818286750983745, 164.60078873398993]"
0,457,"[10.734401328002429, -163.32446771349615, -10.734401328002422, 163.32446771349615]"
0,458,"[10.460405403957973, -165.55497040419232, -10.460405403957962, 165.55497040419232]"
0,459,"[9.954114479379545, -157.54199425292595, -9.954114479379534, 157.54199425292595]"
0,460,"[9.801155153441284, -155.12113428614376, -9.801155153441272, 155.12113428614376]"
0,461,"[9.706847338074681, -155.98304354388145, -9.706847338074681, 155.98304354388145]"
0,462,"[9.789546292129492, -157.31196467574748, -9.789546292129492, 157.31196467574748]"
0,463,"[9.281643794618681, -149.15028512872075, -9.281643794618681, 149.15028512872075]"
0,464,"[9.381736424046956, -150.75871188467602, -9.381736424046958, 150.75871188467602]"
0,465,"[9.46102084812186, -152.0327636279561, -9.461020848121862, 152.0327636279561]"
0,466,"[9.245867022216494, -148.57537448542877, -9.245867022216494, 148.57537448542877]"
0,467,"[11.208440120982637, -149.2054898099814, -11.208440120982628, 149.2054898099814]"
0,468,"[11.325442621665992, -150.76301389317402, -11.325442621665985, 150.76301389317402]"
0,469,"[11.50131433925636, -153.1041983473488, -11.501314339256352, 153.1041983473488]"
0,470,"[10.649083871206123, -142.81085473751912, -10.649083871206125, 142.81085473751912]"
0,471,"[10.806056023669399, -144.9159491789182, -10.8060560236694, 144.9159491789182]"
0,472,"[10.541086162272814, -141.36253812089802, -10.541086162272816, 141.36253812089802]"
0,473,"[10.579461310027314, -138.0780903040586, -10.579461310027312, 138.0780903040586]"
0,474,"[10.56802646177084, -137.92884811072744, -10.568026461770838, 137.92884811072744]"
0,475,"[10.72683464078252, -140.0015368271004, -10.726834640782519, 140.0015368271004]"
0,476,"[10.438366661040776, -136.2365901450933, -10.438366661040774, 136.2365901450933]"
0,477,"[10.591625006325941, -138.23684507490512, -10.59162500632594, 138.23684507490512]"
0,478,"[10.361691062066106, -135.23585674581258, -10.361691062066104, 135.23585674581258]"
0,479,"[9.742233127338782, -127.15098681299517, -9.74223312733878, 127.15098681299517]"
0,480,"[7.205820725459498, -130.1713178675066, -7.205820725459491, 130.1713178675066]"
0,481,"[7.312156926950753, -132.0922542899512, -7.312156926950746, 132.0922542899512]"
0,482,"[7.157707331941354, -129.3021616561667, -7.157707331941347, 129.3021616561667]"
0,483,"[9.575103443092873, -130.34139626620143, -9.575103443092875, 130.34139626620143]"
0,484,"[8.990501256918133, -122.38348065106979, -8.990501256918135, 122.38348065106979]"
0,485,"[8.539472414051392, -116.24383636576574, -8.539472414051394, 116.24383636576574]"
0,486,"[9.145857238081206, -116.10495398743898, -9.145857238081199, 116.10495398743898]"
0,487,"[9.314574407336963, -118.24678702324967, -9.314574407336954, 118.24678702324967]"
0,488,"[8.950645423828808, -113.6267763687017, -8.9506454238288, 113.6267763687017]"
0,489,"[8.796367428387164, -114.79092827189449, -8.79636742838716, 114.79092827189449]"
0,490,"[8.779329735277923, -114.56858960499093, -8.779329735277917, 114.56858960499093]"
0,491,"[8.902154269348152, -116.17142650275221, -8.902154269348147, 116.17142650275221]"
0,492,"[8.904324635590825, -116.19974937099467, -8.90432463559082, 116.19974937099467]"
0,493,"[9.032488466399322, -117.87226307954117, -9.032488466399316, 117.87226307954117]"
0,494,"[9.053364002706388, -118.1446848730111, -9.053364002706385, 118.1446848730111]"
0,495,"[9.043964173812633, -118.02201888695542, -9.043964173812629, 118.02201888695542]"
0,496,"[9.227361757294858, -120.41532260262422, -9.227361757294855, 120.41532260262422]"
0,497,"[9.012944136528667, -117.61721327783957, -9.012944136528663, 117.61721327783957]"
0,498,"[6.3712079255111735, -115.1986202542173, -6.371207925511164, 115.1986202542173]"
0,499,"[6.4377239745654515, -116.40130539107068, -6.437723974565442, 116.40130539107068]"
0,500,"[6.515717454823391, -117.81151542024945, -6.515717454823381, 117.81151542024945]"
0,501,"[8.281913601466734, -112.73780894241025, -8.281913601466735, 112.73780894241025]"
0,502,"[8.444561257176058, -114.95185526270046, -8.44456125717606, 114.95185526270046]"
0,503,"[8.434400026234469, -114.81353518745725, -8.43440002623447, 114.81353518745725]"
0,504,"[8.253402936909644, -112.34970662592521, -8.253402936909646, 112.34970662592521]"
0,505,"[8.8068200203712, -114.91224871787745, -8.806820020371209, 114.91224871787745]"
0,506,"[8.956468285829304, -116.86487391752311, -8.956468285829315, 116.86487391752311]"
0,507,"[8.90112516245105, -116.1427514324768, -8.901125162451061, 116.1427514324768]"
0,508,"[9.041786580422787, -117.97811536742596, -9.041786580422796, 117.97811536742596]"
0,509,"[8.246723988532953, -107.60406093072883, -8.246723988532962, 107.60406093072883]"
0,510,"[8.197462403250151, -106.96129094937797, -8.19746240325016, 106.96129094937797]"
0,511,"[5.797754254223408, -104.9060362253494, -5.797754254223407, 104.9060362253494]"
0,512,"[5.905813087526103, -106.8612801670297, -5.905813087526102, 106.8612801670297]"
0,513,"[5.9852607249468495, -108.29882587245658, -5.985260724946849, 108.29882587245658]"
0,514,"[6.113249604370595, -110.61468912441978, -6.113249604370594, 110.61468912441978]"
0,515,"[6.387155702458519, -115.57081554654678, -6.387155702458518, 115.57081554654678]"
0,516,"[5.972612766966217, -108.06997051227529, -5.972612766966217, 108.06997051227529]"
0,517,"[6.1026110715125474, -110.4221928121489, -6.102611071512547, 110.4221928121489]"
0,518,"[6.196062364306274, -112.1131242102817, -6.1960623643062736, 112.1131242102817]"
0,519,"[6.336210583948889, -114.6490016486944, -6.336210583948888, 114.6490016486944]"
0,520,"[12.86014322415419, -113.95230056958945, -12.86014322415419, 113.95230056958945]"
0,521,"[13.190732029335477, -116.88161124959841, -13.190732029335477, 116.88161124959841]"
0,522,"[13.510365744253397, -119.71385009170484, -13.510365744253397, 119.71385009170484]"
0,523,"[13.709763503908542, -121.48069149036432, -13.709763503908542, 121.48069149036432]"
0,524,"[13.78499259119842, -122.14728807618857, -13.78499259119842, 122.14728807618857]"
0,525,"[13.952578934587816, -123.63225204901578, -13.952578934587816, 123.63225204901578]"
0,526,"[14.289348606729408, -126.61633070457248, -14.289348606729408, 126.61633070457248]"
0,527,"[14.537561904790754, -128.81572116648672, -14.537561904790754, 128.81572116648672]"
0,528,"[13.974096927713315, -123.8229205958237, -13.974096927713315, 123.8229205958237]"
0,529,"[14.299646403429344, -126.7075783372234, -14.299646403429344, 126.7075783372234]"
0,530,"[10.787853180956704, -128.5860130088293, -10.787853180956693, 128.5860130088293]"
0,531,"[10.95470449003981, -130.57480023464856, -10.954704490039797, 130.57480023464856]"
0,532,"[10.947231620379293, -130.48572722825313, -10.947231620379283, 130.48572722825313]"
0,533,"[7.057860191205425, -132.9670555781059, -7.0578601912054175, 132.9670555781059]"
0,534,"[7.018795783582513, -132.23109891152393, -7.018795783582506, 132.23109891152393]"
0,535,"[6.825860103783458, -128.59627354465036, -6.825860103783451, 128.59627354465036]"
0,536,"[7.210835477303274, -130.5694770632212, -7.210835477303265, 130.5694770632212]"
0,537,"[7.258702830648082, -131.4362303422697, -7.258702830648073, 131.4362303422697]"
0,538,"[7.361621112534662, -133.29981276464963, -7.361621112534652, 133.29981276464963]"
0,539,"[8.887919502869103, -135.5615861859932, -8.887919502869112, 135.5615861859932]"
0,540,"[9.03221059421088, -137.76236323043932, -9.032210594210888, 137.76236323043932]"
0,541,"[8.567147620651873, -130.66906379723875, -8.56714762065188, 130.66906379723875]"
0,542,"[8.64635383062942, -131.87714398483172, -8.64635383062943, 131.87714398483172]"
0,543,"[8.742583209878344, -133.34486736874248, -8.742583209878353, 133.34486736874248]"
0,544,"[8.842479195137761, -134.86851508078664, -8.842479195137768, 134.86851508078664]"
0,545,"[16.07746043053289, -136.68049216587195, -16.07746043053289, 136.68049216587195]"
0,546,"[16.334571457771688, -138.8662889772597, -16.334571457771688, 138.8662889772597]"
0,547,"[15.69275963330536, -133.41000709586643, -15.69275963330536, 133.41000709586643]"
0,548,"[14.884256874344697, -130.97093214630283, -14.8842568743447, 130.97093214630283]"
0,549,"[14.563149293821358, -128.1454125724721, -14.563149293821361, 128.1454125724721]"
0,550,"[14.757891930927489, -129.85901002820952, -14.757891930927492, 129.85901002820952]"
0,551,"[14.476114075551871, -127.37956421588, -14.476114075551875, 127.37956421588]"
0,552,"[14.502218171216263, -127.60926179304926, -14.502218171216267, 127.60926179304926]"
0,553,"[14.812743936826337, -130.34166888066787, -14.81274393682634, 130.34166888066787]"
0,554,"[14.710493311195306, -129.4419357018807, -14.71049331119531, 129.4419357018807]"
0,555,"[9.101959631846961, -132.2606822395103, -9.10195963184695, 132.2606822395103]"
0,556,"[9.246450078117983, -134.36027461015, -9.246450078117972, 134.36027461015]"
0,557,"[9.350631342784288, -135.8741337897852, -9.350631342784277, 135.8741337897852]"
0,558,"[8.409703607259658, -136.57070567552077, -8.409703607259653, 136.57070567552077]"
0,559,"[8.268951544192541, -134.28494038864815, -8.268951544192536, 134.28494038864815]"
0,560,"[8.342599293080355, -135.4809546011276, -8.34259929308035, 135.4809546011276]"
0,561,"[8.421816395735641, -136.76741321090114, -8.421816395735636, 136.76741321090114]"
0,562,"[8.413629578190342, -136.6344620985179, -8.413629578190337, 136.6344620985179]"
0,563,"[8.415232751206949, -136.66049707910972, -8.415232751206943, 136.66049707910972]"
0,564,"[8.42144000258016, -136.76130071499688, -8.421440002580155, 136.76130071499688]"
0,565,"[8.490801103848657, -137.88770123861255, -8.490801103848652, 137.88770123861255]"
0,566,"[8.640772697488527, -140.32318854365843, -8.640772697488522, 140.32318854365843]"
0,567,"[12.613506487812794, -140.10012842867172, -12.613506487812792, 140.10012842867172]"
0,568,"[12.591751840418423, -139.8584962626427, -12.591751840418421, 139.8584962626427]"
0,569,"[12.250710985052253, -136.07050378946406, -12.250710985052251, 136.07050378946406]"
0,570,"[9.184163041977294, -133.29948810945535, -9.184163041977294, 133.29948810945535]"
0,571,"[9.333640621922203, -135.4690145866559, -9.333640621922203, 135.4690145866559]"
0,572,"[8.744297720105981, -126.91525669124619, -8.744297720105981, 126.91525669124619]"
0,573,"[8.736297003471991, -125.31876109491674, -8.73629700347198, 125.31876109491674]"
0,574,"[8.790429658701695, -126.09527284645964, -8.790429658701685, 126.09527284645964]"
0,575,"[8.907565962898662, -127.77554728256995, -8.907565962898651, 127.77554728256995]"
0,576,"[7.106061948546707, -128.69567544543798, -7.106061948546714, 128.69567544543798]"
0,577,"[7.102211104995329, -128.6259340168566, -7.102211104995336, 128.6259340168566]"
0,578,"[6.958631371509578, -126.0256061678989, -6.958631371509584, 126.0256061678989]"
0,579,"[7.093612000512609, -128.47019831294034, -7.093612000512615, 128.47019831294034]"
0,580,"[7.29079293834674, -129.87068894032984, -7.29079293834675, 129.87068894032984]"
0,581,"[7.332707389471917, -130.6173098758322, -7.332707389471928, 130.6173098758322]"
0,582,"[7.424926146404145, -132.2599999916106, -7.424926146404156, 132.2599999916106]"
0,583,"[7.263936227534805, -129.39229110825426, -7.263936227534816, 129.39229110825426]"
0,584,"[7.18514537348418, -127.98879184770989, -7.185145373484191, 127.98879184770989]"
0,585,"[6.960184385061303, -123.9815681069954, -6.960184385061313, 123.9815681069954]"
0,586,"[9.570933483938386, -124.84970346071684, -9.570933483938378, 124.84970346071684]"
0,587,"[9.3867381756559, -122.44693578329894, -9.386738175655891, 122.44693578329894]"
0,588,"[9.316154058690632, -121.52618901529152, -9.316154058690623, 121.52618901529152]"
0,589,"[6.67725315638616, -120.99559264497563, -6.677253156386168, 120.99559264497563]"
0,590,"[6.709359735267782, -121.57738195992304, -6.709359735267789, 121.57738195992304]"
0,591,"[6.8237456695532925, -123.65011959394369, -6.8237456695533005, 123.65011959394369]"
0,592,"[6.921141750275455, -125.41499150044092, -6.921141750275463, 125.41499150044092]"
0,593,"[6.846947903726322, -124.07055716141382, -6.84694790372633, 124.07055716141382]"
0,594,"[6.861756438273625, -124.33889615827225, -6.861756438273633, 124.33889615827225]"
0,595,"[6.787384500887154, -122.9912347128432, -6.787384500887162, 122.9912347128432]"
0,596,"[6.902784714119328, -125.08235165335176, -6.902784714119336, 125.08235165335176]"
0,597,"[6.5697806298490935, -119.04812985798088, -6.569780629849101, 119.04812985798088]"
0,598,"[6.582607552049736, -119.28056092164265, -6.582607552049743, 119.28056092164265]"
0,599,"[6.581960273960694, -119.26883187765472, -6.581960273960702, 119.26883187765472]"
0,600,"[6.638908962497194, -120.30077422856556, -6.638908962497201, 120.30077422856556]"
0,601,"[6.69832950887168, -121.37750803743621, -6.698329508871688, 121.37750803743621]"
0,602,"[6.712633817535003, -121.63671017693277, -6.712633817535011, 121.63671017693277]"
0,603,"[6.654466015376801, -120.58267679971146, -6.654466015376809, 120.58267679971146]"
0,604,"[6.730312861796368, -121.95706442855415, -6.730312861796376, 121.95706442855415]"
0,605,"[6.857475625069325, -124.26132540896475, -6.857475625069332, 124.26132540896475]"
0,606,"[7.049423692278374, -127.73953263056816, -7.049423692278382, 127.73953263056816]"
0,607,"[7.130092043028022, -129.20128863682524, -7.13009204302803, 129.20128863682524]"
0,608,"[8.20099679248002, -130.29258981035952, -8.20099679248001, 130.29258981035952]"
0,609,"[8.119847653606836, -129.0033402554319, -8.119847653606827, 129.0033402554319]"
0,610,"[8.239900627688018, -130.91067094989288, -8.239900627688009, 130.91067094989288]"
0,611,"[7.227814790611134, -131.0673696296793, -7.227814790611132, 131.0673696296793]"
0,612,"[7.254327320336116, -131.54814115384673, -7.254327320336113, 131.54814115384673]"
0,613,"[7.393804605588073, -134.0773870505193, -7.393804605588071, 134.0773870505193]"
0,614,"[7.301010430782088, -132.39468089919734, -7.301010430782085, 132.39468089919734]"
0,615,"[7.426872849687903, -134.677038244967, -7.4268728496879, 134.677038244967]"
0,616,"[7.508183368949634, -136.1515026843024, -7.508183368949631, 136.1515026843024]"
0,617,"[7.49474277922619, -135.90777442170057, -7.494742779226187, 135.90777442170057]"
0,618,"[7.595575506666631, -137.73624965814025, -7.595575506666627, 137.73624965814025]"
0,619,"[7.652727971740189, -138.77263803859154, -7.652727971740186, 138.77263803859154]"
0,620,"[7.540345285474615, -136.73471876320005, -7.540345285474612, 136.73471876320005]"
0,621,"[7.651613469242446, -138.75242793151816, -7.651613469242443, 138.75242793151816]"
0,622,"[7.722374554093859, -140.0355915891792, -7.722374554093856, 140.0355915891792]"
0,623,"[7.821810018997656, -141.83872921934847, -7.8218100189976525, 141.83872921934847]"
0,624,"[7.826846479128925, -141.93005911652676, -7.826846479128922, 141.93005911652676]"
0,625,"[7.971478340738205, -144.55277680021678, -7.9714783407382015, 144.55277680021678]"
0,626,"[8.099465878424729, -147.16811950604858, -8.099465878424732, 147.16811950604858]"
0,627,"[8.224739818474388, -149.44435974916541, -8.224739818474392, 149.44435974916541]"
0,628,"[8.479450799746463, -154.07248420749602, -8.479450799746468, 154.07248420749602]"
0,629,"[8.621322414070008, -156.65030588174994, -8.621322414070011, 156.65030588174994]"
0,630,"[8.199650793442625, -158.00002766121872, -8.199650793442638, 158.00002766121872]"
0,631,"[8.275332549325277, -159.45834824390397, -8.27533254932529, 159.45834824390397]"
