i,j,goalCurrent
0,642,"[12.147394300675742, -8.586170312097378, -153.57142745225593, -18.440632840779656]"
0,643,"[12.33443697182448, -8.575820319820338, -153.41436078122285, -18.43648410200441]"
0,644,"[12.342159955192665, -8.57533661714474, -153.5587193296679, -18.54039736607482]"
0,645,"[12.958299798780665, -7.988076603374165, -149.26196001360512, -15.598230603866527]"
0,646,"[12.354068909175906, -8.00920676664769, -150.03730599301298, -15.720591055073282]"
0,647,"[10.774944988405295, -8.109251182845759, -151.240620277168, -15.5492704961032]"
0,648,"[7.7928859754057465, -10.101368432465325, -155.52032956109446, -18.141829731366293]"
0,649,"[6.3476834717340065, -10.195668144589282, -156.91773863659935, -18.179863620335848]"
0,650,"[6.446210894167706, -10.17370390272997, -156.84804936822346, -18.177966857288975]"
0,651,"[14.279756612617255, -3.241684639825735, -148.15568731824143, -11.887613725386231]"
0,652,"[13.316780227941273, -3.3178284526074022, -149.0491528046872, -11.912643142176973]"
0,653,"[13.160950713507729, -3.32781589894636, -149.19730071164685, -11.916793336858493]"
0,654,"[4.327815172690038, -9.179085804110223, -161.48197314602612, -18.96458649775832]"
0,655,"[4.8134252810466975, -9.147962015292052, -161.18035086429197, -19.061491314776028]"
0,656,"[4.604954110464969, -9.161323377784733, -161.37878318646423, -19.06720665611197]"
0,657,"[12.715641872692876, -3.356356693468302, -149.78239420689957, -12.039648593782466]"
0,658,"[12.36927724350392, -3.3785559421813107, -150.11207978163162, -12.04914435320565]"
0,659,"[11.628753432655294, -3.438597069972028, -150.79032473966384, -12.068891892958602]"
0,660,"[11.120903746900842, -3.4707878301517536, -151.26636115868888, -12.082830638726465]"
0,661,"[11.028386721593925, -3.4766521507523898, -151.35448452472693, -12.08536991625508]"
0,662,"[10.726113685802511, -3.496337891220978, -151.65030288650874, -12.09389393153499]"
0,663,"[6.978596068618456, -6.227131467119105, -155.42740793342153, -14.242461790428337]"
0,664,"[6.19009959419337, -6.277693844513242, -156.34267270787785, -14.37710552112816]"
0,665,"[5.844325251162035, -6.299866642227155, -156.50456772334883, -14.273574362450848]"
0,666,"[8.66345186260696, -3.6257884919173757, -153.61572998755355, -12.146655152450984]"
0,667,"[8.782438065811501, -3.6081086558824333, -153.52705569077477, -12.144098861985933]"
0,668,"[8.1199682485339, -3.651544251778526, -153.9798520639092, -12.047611787183618]"
0,669,"[7.952053491983425, -3.6625537760169125, -154.3063353887956, -12.166836297712557]"
0,670,"[7.033883113367666, -3.722754673460373, -155.17825182532675, -12.191977467994203]"
0,671,"[6.395866650319637, -3.7652007008983044, -155.7829041099988, -12.209703828379425]"
0,672,"[5.971631820222232, -3.7930234855272227, -156.18578188896444, -12.221323212736976]"
0,673,"[5.062180777118975, -3.852668424385725, -157.04944887321304, -12.246232202934149]"
0,674,"[4.433349258657085, -3.8871042909866156, -157.66738917365976, -12.264054198178828]"
0,675,"[3.8495069286023345, -3.9264772322786277, -158.2198429771698, -12.280304804046754]"
0,676,"[5.669693600906248, -2.323529943506902, -155.47947181588523, -10.553475811258522]"
0,677,"[5.596648524046182, -2.3220351405298163, -155.56436931554836, -10.555924902043866]"
0,678,"[4.9706104899230885, -2.3640036435598204, -155.95169561975666, -10.454141331818935]"
0,679,"[4.476584874696884, -2.456367288397367, -159.92246644752947, -12.621388052900222]"
0,680,"[4.18493662464603, -2.4759188807907906, -160.1985042246484, -12.629136737914557]"
0,681,"[4.834124163643135, -2.43239847514067, -159.75693175690063, -12.730523162065326]"
0,682,"[3.8545871365022895, -2.9771953542025127, -157.37149650097044, -11.095075278859055]"
0,683,"[3.021006022953215, -3.0330771849905434, -158.16140844485852, -11.117873127049393]"
0,684,"[2.372925661142888, -3.0720512194329217, -158.599313887607, -11.015691161079614]"
0,685,"[2.6742588557374884, -3.056322513141128, -158.47407545012234, -11.127356414458529]"
0,686,"[3.9310730852953486, -2.972567579124518, -157.4796182256618, -11.212281442992586]"
0,687,"[3.3826997880276597, -3.0093395744745504, -158.00002896646004, -11.227711332008031]"
0,688,"[3.473144288438325, -3.0032746826114565, -157.72440137547378, -11.105714740050443]"
0,689,"[3.550340310472339, -2.998098187371043, -157.65124693653567, -11.103602909586323]"
0,690,"[3.090060753056744, -3.028962924639129, -158.08742864499936, -11.116194651566673]"
0,691,"[2.3826926403389215, -3.652932448582242, -160.55323477004382, -12.647051754308796]"
0,692,"[0.9147711478070706, -3.751366129738027, -161.94597357118224, -12.688355400761932]"
0,693,"[2.8676934524571265, -3.6204099904377003, -160.0809545835302, -12.633405042154822]"
0,694,"[3.0759742758211104, -3.606443406896156, -159.87097448637863, -12.62754453971313]"
0,695,"[2.3627675678916655, -3.403428266688796, -162.43592944272368, -13.600634629702846]"
0,696,"[1.7641207142979998, -3.4450382338922547, -163.00056793374551, -13.617700055472262]"
0,697,"[2.224157733648192, -3.4089127369574426, -162.3960695017339, -13.485520946520124]"
0,698,"[8.638626560446946, 0.6749036029247597, -152.6998868440829, -8.688429492227138]"
0,699,"[7.855655709080897, 0.6207034814729128, -153.61379956673727, -8.829446168740134]"
0,700,"[10.564361060531462, 0.8082100262820148, -151.0521600934401, -8.753403210032332]"
0,701,"[5.786391590669469, -3.162321810419654, -159.20171535706822, -13.505252472742788]"
0,702,"[5.2263831219333445, -3.2083850648423407, -159.72013466810083, -13.520641889822405]"
0,703,"[5.870445872821384, -3.1642488436582923, -159.11035364787432, -13.502540375762658]"
0,704,"[6.110301911174439, -3.1478120304029327, -159.05326449787174, -13.6124658368305]"
0,705,"[5.987470219748575, -3.156229419382046, -159.1696977725267, -13.616013839550545]"
0,706,"[4.366847156815436, -3.2672871973127875, -160.70590107648056, -13.662825659600461]"
0,707,"[8.480565776364871, 0.6397165488711927, -152.9607981819958, -8.806408174667522]"
0,708,"[7.98451126079336, 0.6057230105266409, -153.60446154004188, -8.939850414828022]"
0,709,"[8.730692377699482, 0.6568571814963475, -152.69996705555832, -8.799378315877318]"
0,710,"[8.772556753347628, 0.65972605621514, -152.66035082258006, -8.798201709120674]"
0,711,"[7.454163821359008, 0.5746625457120489, -154.08840456738315, -8.95534415273719]"
0,712,"[7.9884487066897885, 0.6173139960067097, -153.58875843016105, -8.940111123787643]"
0,713,"[7.699717953861312, 0.591827706822295, -153.8290899814212, -8.948189686283936]"
0,714,"[7.7240338914776645, 0.598981576404296, -153.61256282095096, -8.827956147897053]"
0,715,"[6.787867396514489, 0.5288156016341445, -154.48963141519084, -8.854018456824464]"
0,716,"[7.942481232783985, 0.6088104038703657, -153.5720557957488, -8.94111127114202]"
0,717,"[8.337210842843298, 0.642069085221878, -153.20474348762414, -8.929907090137904]"
0,718,"[8.259904107985138, 0.636657801353866, -153.0788581363065, -8.81284532989171]"
0,719,"[7.754639768568008, 0.6012905235353647, -153.7304909206918, -8.946715989997662]"
0,720,"[1.7159145255081516, -3.8942501392151865, -159.1631309630491, -11.634381753877264]"
0,721,"[1.1380909491844937, -3.9346963875641077, -159.70955400891776, -11.651053674368878]"
0,722,"[1.6593019890646268, -3.8982128794052375, -159.21666701776437, -11.636015193122544]"
0,723,"[3.272036147575228, -1.7439656271753528, -159.65010005449523, -11.385355893326066]"
0,724,"[2.713355458737976, -1.7869699294594352, -160.17306605762613, -11.401723238957551]"
0,725,"[4.027169660864328, -1.6913878631538797, -158.93892940188803, -11.36309827848207]"
0,726,"[4.1649559374812135, -1.681740356239359, -158.80843652308036, -11.359014223233535]"
0,727,"[3.5950448882845936, -1.7216443359591536, -159.52393484277127, -11.49652229929396]"
0,728,"[3.722012792367574, -1.7127543088632864, -159.4035435501264, -11.492659985914806]"
0,729,"[3.685250785010765, -1.7153283077322203, -159.4384013798895, -11.493778271625546]"
0,730,"[3.349242185010912, -1.7388549271563774, -159.7570055971202, -11.503999520221113]"
0,731,"[3.974247512885251, -1.6950933612709314, -159.16437394051232, -11.484987105569344]"
0,732,"[3.4273891824113214, -1.7333832378395535, -159.85881105315465, -11.622341189819714]"
0,733,"[2.865429832195475, -1.772730456227358, -160.19575732879048, -11.518716900465952]"
0,734,"[6.423139305362713, -1.5236270797156866, -156.82320337281047, -11.410492786690092]"
0,735,"[6.583275719257549, -3.095640465445791, -159.1291344343928, -13.951996694272289]"
0,736,"[7.282795123769301, -3.0461621306363207, -158.28529699877123, -13.814470849397797]"
0,737,"[8.401507429550602, -2.967033486507348, -157.22596703869743, -13.780468408486618]"
0,738,"[13.288169112552723, 0.9803214110261801, -148.78396177078025, -9.026827881608854]"
0,739,"[13.721388203314424, 1.0204236996166707, -148.55141041787695, -9.128953830504454]"
0,740,"[14.585422562075713, 1.0815564947564187, -147.73201852311337, -9.10201166105259]"
0,741,"[14.420683122592301, 1.0599478708899135, -148.03959368355882, -9.221033755158116]"
0,742,"[15.728950568406862, 1.1628037375770162, -146.80823361657482, -9.179584488319819]"
0,743,"[15.140124940374884, 1.1208032058533124, -147.37186012270934, -9.198556928693922]"
0,744,"[15.221270277439531, 1.126873305489359, -147.26601317546786, -9.195814949040727]"
0,745,"[14.224710778821633, 1.056343064265746, -148.02036253561062, -9.113123610296684]"
0,746,"[13.680558576730437, 1.0178313786824174, -148.53627948855834, -9.13009630648195]"
0,747,"[14.34876450650264, 1.0651228103322523, -148.06952245094186, -9.223708824174178]"
0,748,"[10.378938347680037, -2.471393813805376, -154.00838150035, -12.714529858148053]"
0,749,"[10.176621487371206, -2.485712534344366, -154.2004300224861, -12.72099789701591]"
0,750,"[9.178351503562332, -2.547166632878868, -155.1681719000262, -12.75359066059647]"
0,751,"[9.411379257456039, -2.5305081253081263, -155.11416157747718, -12.860760045516205]"
0,752,"[8.926580916528865, -2.565165013587203, -155.39096886209117, -12.761633077465905]"
0,753,"[10.685488802048804, -2.439425569089375, -153.72315884447772, -12.705447521333378]"
0,754,"[3.1609648560561023, -10.014648119573014, -165.100949216236, -20.80630729944454]"
0,755,"[4.0540290588445504, -9.950805437597474, -164.2531263674901, -20.777084919307377]"
0,756,"[4.402416199357253, -9.939307889276636, -163.90168416420124, -20.764971566056822]"
0,757,"[5.778979846622723, -9.841854203391517, -162.59338361225653, -20.719877645647458]"
0,758,"[5.260746990870409, -9.878542446641408, -163.08591756269425, -20.736854086364335]"
0,759,"[7.050660045886817, -9.767081284362073, -161.36120809012743, -20.67740756884235]"
0,760,"[9.654983008895623, -8.48381937220317, -161.54934200596324, -21.386589185029507]"
0,761,"[9.601780549241214, -8.487586969590495, -161.5999818110105, -21.388373982466454]"
0,762,"[10.352464723178706, -8.43442634974688, -160.88545657162882, -21.36319057556566]"
0,763,"[11.346597799684206, -8.379716735739345, -159.89323300882447, -21.32821970492115]"
0,764,"[10.42292797538241, -8.429436408179711, -160.97201467153738, -21.466257211970532]"
0,765,"[10.402086030410755, -8.430912356057537, -160.84857516946536, -21.36152591602659]"
0,766,"[18.925071080296778, -2.223718360363912, -147.6916455635794, -13.78097071455264]"
0,767,"[19.057013891604733, -2.2143746684671597, -147.72141856682245, -13.88311758578309]"
0,768,"[19.082991308001862, -2.212535045886116, -147.69670582397188, -13.882246114304039]"
0,769,"[19.089338603164308, -2.195521262953044, -147.71997643684279, -13.883066730434738]"
0,770,"[18.900446043170216, -2.225713052549772, -148.02900995145328, -13.995050893162336]"
0,771,"[18.479284438501306, -2.239418153761484, -148.4590903038472, -14.010550951024406]"
0,772,"[17.02233785304929, -2.343665951271214, -150.00343801513466, -14.168552611584328]"
0,773,"[16.423056772603523, -3.7183149194632863, -152.08119321237575, -16.015843741099825]"
0,774,"[17.097675181546833, -3.670044458490937, -151.27786554782057, -15.88595744601642]"
0,775,"[16.93711455720771, -3.6488590687890192, -151.32823593053132, -15.787152699870795]"
0,776,"[7.630085773708308, -11.755250788975747, -160.97931164075655, -22.37746522183852]"
0,777,"[7.123932211153137, -11.79182828137299, -161.4604900643551, -22.394816398167762]"
0,778,"[9.382531991549037, -11.61190308336663, -159.51948391694745, -22.421940025757525]"
0,779,"[13.022299637493408, -9.377717482982005, -156.4259263534881, -20.898670529691895]"
0,780,"[12.528906320305683, -9.413724241420605, -156.89515089426578, -20.915953990308708]"
0,781,"[12.399447902020471, -9.423171831877664, -156.87699644441892, -20.81765750348514]"
0,782,"[13.290985817417083, -9.358109356890138, -156.0303760058769, -20.78712006934657]"
0,783,"[12.810817209334738, -9.393151005162892, -156.63571504441393, -20.906070595795494]"
0,784,"[13.606383350426574, -9.335092339051442, -155.87933017262975, -20.878202135027767]"
0,785,"[15.261915787958111, -8.140170647052406, -156.78489084925593, -21.514936254665386]"
0,786,"[14.494958954505096, -8.215948275128925, -157.48361357599876, -21.540680194852634]"
0,787,"[13.657308033547405, -8.2770972206932, -158.28025842590947, -21.57003200578082]"
0,788,"[13.309259575444736, -8.302504936109925, -158.76143743224796, -21.685284854398617]"
0,789,"[13.226212634595225, -8.308567405258147, -158.84051299695116, -21.688259432183397]"
0,790,"[13.026774863412275, -8.32312646453738, -159.0304134823648, -21.695402900173168]"
0,791,"[12.486140716826203, -8.362593033692443, -159.54519403902128, -21.714767350033434]"
0,792,"[12.744131441542304, -8.343759578864129, -159.30930101274248, -21.705526630621375]"
0,793,"[13.262404750693316, -8.305925362276081, -158.675325518087, -21.58386966321454]"
0,794,"[12.927169597025717, -8.330397699916936, -159.14457166938993, -21.69897056455201]"
0,795,"[13.000946893516046, -8.325011919546984, -159.0743620004623, -21.69632800716318]"
0,796,"[12.52076936242054, -8.360065124856634, -159.53131972442995, -21.713527020180845]"
0,797,"[12.244625687195658, -8.380223754354635, -159.79410999916632, -21.723417942511386]"
0,798,"[19.55136341962737, -2.1480719703861424, -147.72816806013768, -14.189004164934245]"
0,799,"[18.671157686952995, -2.195521436902766, -148.7509963623176, -14.328364162541614]"
0,800,"[18.224283303866567, -2.228153815693851, -149.17690081133392, -14.344722805495065]"
0,801,"[18.785984011591513, -2.5394036814801026, -148.4468815771244, -14.430960417818026]"
0,802,"[18.07811049686405, -2.5915989875761145, -149.27560626702706, -14.563091579769152]"
0,803,"[18.295059508416887, -2.5756021748268947, -148.90167623699526, -14.448535660709553]"
0,804,"[19.391233645796607, -1.9515815357128325, -147.96045376512745, -14.127338543687568]"
0,805,"[18.99070910422501, -1.9808385116535485, -148.34208566530913, -14.142005093937426]"
0,806,"[19.187572709314736, -1.950079846804013, -148.182767150167, -14.135882301249099]"
0,807,"[18.91408598970233, -1.954102123749978, -148.4711045314638, -14.146963436473088]"
0,808,"[18.476247527501926, -1.9867078375187481, -148.71788385455852, -14.055830465440227]"
0,809,"[18.150687214197724, -2.010952227417069, -149.02713072776137, -14.06747995947009]"
0,810,"[17.81602903641744, -2.035874132861931, -149.50188510040695, -14.18710780809105]"
0,811,"[17.73624366923765, -2.041815727924471, -149.57776279914017, -14.19002471820228]"
0,812,"[17.267491131124594, -2.0767236047000464, -150.02355712364596, -14.207162058875346]"
0,813,"[16.86221637579464, -2.1069043078835605, -150.40898263306042, -14.22197868595163]"
0,814,"[17.368365142646773, -2.069211543905135, -149.913395350327, -14.20347415926957]"
0,815,"[17.22048793543633, -2.0802239201751345, -150.05398894787476, -14.208880470428861]"
0,816,"[17.0053232328588, -2.0814861187362523, -150.28496228240766, -14.217762195754647]"
0,817,"[16.682038142545633, -2.1057905509735986, -150.57735195429123, -14.229571869487806]"
0,818,"[15.788001229347868, -2.1730038565839873, -151.42642410604424, -14.262231229806709]"
0,819,"[15.587371371654024, -2.188087121872791, -151.6169634702062, -14.269560281567802]"
0,820,"[13.557421372798796, -3.4477827779957666, -156.1740085614522, -16.625480405867254]"
0,821,"[13.14354763995841, -3.4794481165581486, -156.57402098317417, -16.640866789446175]"
0,822,"[13.606315135840632, -3.4314457957006526, -156.3218464359288, -16.73437764372769]"
0,823,"[17.579053504490147, 0.12161873789103161, -149.7718643328406, -12.87512465313625]"
0,824,"[17.18522028954247, 0.07857103184464129, -150.1283031563047, -12.889109529798564]"
0,825,"[17.382588629485014, 0.10670451162098453, -149.77799707251364, -12.772114403961528]"
0,826,"[15.234665394929293, -1.2182195496589698, -152.88142327006602, -14.199329652180833]"
0,827,"[15.397594267720503, -1.1931634422240451, -152.74771668640858, -14.194183601097086]"
0,828,"[15.881826607116645, -1.1563919081204193, -152.28817832114913, -14.176497053150985]"
0,829,"[16.13690186219082, -0.6906234649002818, -153.51016908618533, -14.731596386995557]"
0,830,"[15.751568049653462, -0.707231273785293, -154.05667242569015, -14.857017738632937]"
0,831,"[15.28207683269345, -0.7555369891890437, -154.4830537832394, -14.873756748425931]"
0,832,"[14.948019726460425, -1.8239007887082974, -152.9870933315964, -14.49031668759097]"
0,833,"[14.547699916921385, -1.8543001906713692, -153.36688416108194, -14.504938337012437]"
0,834,"[14.189910860671485, -1.8814699011872016, -153.70632527595072, -14.518006554029594]"
0,835,"[17.739477238227604, 0.26639339794806516, -149.7104764563117, -12.856218677865085]"
0,836,"[17.326337279722345, 0.2215906229626863, -150.42689357062324, -13.091543913952211]"
0,837,"[17.464653032515404, 0.2320940156671907, -150.29531870976808, -13.086277360554087]"
0,838,"[15.145935083528956, -1.795804762564388, -152.9829222510456, -14.5940869700637]"
0,839,"[15.48775821213592, -1.769605352359396, -152.65849855028355, -14.58134681933552]"
0,840,"[15.124725169384236, -1.797430419796404, -153.00305254143208, -14.59487748855271]"
0,841,"[15.178704455491822, -1.793293117955336, -153.11217632283004, -14.702913455769474]"
0,842,"[15.032791118197288, -1.8174634364939635, -153.22770495101074, -14.707539113244339]"
0,843,"[14.787785084534143, -1.8232555637340533, -153.48363865668216, -14.717786457797391]"
0,844,"[13.856883020733344, -1.8946055777883513, -154.18992060792934, -14.642131459163695]"
0,845,"[14.6214663515511, -1.8360032462210616, -153.44795836987217, -14.613634537616674]"
0,846,"[14.243931482672016, -1.8651636659817876, -153.6304136359965, -14.517005339435196]"
0,847,"[14.554181389458304, -1.8287550841925435, -153.52020582812779, -14.61713617812934]"
0,848,"[18.868104502802126, 2.3166175493076113, -147.04484038764255, -10.830105613715798]"
0,849,"[18.403707858365735, 2.2930123198817425, -147.30453358323103, -10.736011435297563]"
0,850,"[18.18042701718399, 2.275577338965284, -147.51567605862235, -10.744150227938459]"
0,851,"[16.597106262646893, 1.5925573186475128, -149.1915797204115, -11.218535302446321]"
0,852,"[16.28057097934415, 1.5678405243423665, -149.49090698428023, -11.230073305531109]"
0,853,"[16.447749841739512, 1.5922650546124746, -149.3437661173777, -11.224401547622131]"
0,854,"[12.421387847846175, -1.9751542772662254, -155.56829348856894, -14.701917787324827]"
0,855,"[12.169443137758309, -1.995005199369519, -155.80663980477118, -14.711289140042943]"
0,856,"[12.666478393119196, -1.9670825168144705, -155.3153404607598, -14.691972124717216]"
0,857,"[12.582832191279852, -1.9624339503167063, -155.41556289733853, -14.695912692452492]"
0,858,"[12.231430842394397, -1.9901211393086276, -155.74799780730797, -14.708983441129366]"
0,859,"[11.81632574296825, -2.022827596969576, -156.12240106899097, -14.724423718880995]"
0,860,"[14.610055735594912, 0.07077092547673772, -152.57939323497854, -12.961019324102663]"
0,861,"[14.175266018202107, 0.03651350126541896, -152.98996815566295, -12.976855454435045]"
0,862,"[13.197116970113433, -0.04055563248320251, -153.91364102963234, -13.012482092302463]"
0,863,"[15.088506697478659, 2.0259062148357696, -150.54858764748, -10.980210367222055]"
0,864,"[15.682357634195748, 2.0722929607033898, -149.98651317567894, -10.958096756946157]"
0,865,"[15.445182333291212, 2.05376677891448, -150.21099742540858, -10.966928606568665]"
0,866,"[14.977728666798049, 2.017253147139516, -150.45696451218586, -10.869900506628948]"
0,867,"[14.636070138444403, 1.9905655958562627, -150.94698692619494, -10.997058039124976]"
0,868,"[15.111063923797571, 2.0376735515214017, -150.50531495521315, -10.979675904157034]"
0,869,"[14.765018811544548, 2.010399140055284, -150.8324851318906, -10.99255178612856]"
0,870,"[14.280298691602539, 1.9721947108375764, -151.2907663260621, -11.010587582134931]"
0,871,"[14.053210320266306, 1.9542961725843722, -151.50546822457395, -11.019037240757168]"
0,872,"[13.71193083844239, 1.927397376206046, -151.82813271082472, -11.031735799909349]"
0,873,"[13.450354921071792, 1.9067806157104483, -152.07544104164757, -11.041468694608335]"
0,874,"[13.565777162535804, 1.9158779085042534, -151.96631447463315, -11.037173985319411]"
0,875,"[13.405524453375683, 1.912037327907966, -152.1242945128474, -11.043391337850016]"
0,876,"[13.559872657055298, 1.9243114292348478, -151.9480085149488, -11.037652695243606]"
0,877,"[13.323879564288116, 1.905544750621074, -152.00225572316575, -10.93070059773421]"
0,878,"[14.215178827005502, 1.9857709020158236, -151.33613937438736, -11.013564719230859]"
0,879,"[13.865629548119475, 1.9491776365314608, -151.6526923198761, -11.02602672989984]"
0,880,"[13.430993956484897, 1.9146026202431845, -152.06331232851014, -11.042191959133747]"
0,881,"[13.239239581276092, 1.8993486677970468, -152.24447140687215, -11.04932380358348]"
0,882,"[12.93925448838143, 1.8754850227741755, -152.69689821150786, -11.176473257469432]"
0,883,"[12.78663022132021, 1.8633438483715408, -152.8412612982341, -11.182267791214727]"
0,884,"[11.707247459158326, 1.7774795581446863, -153.86221969695507, -11.22324764297662]"
0,885,"[11.488588320633518, 1.7600853469443478, -154.06904334817483, -11.231549257007572]"
0,886,"[11.344825341584874, 1.7486490830075532, -154.20502478685452, -11.237007363044455]"
0,887,"[11.29245186814241, 1.7444828027208037, -154.25456341157204, -11.23899577461926]"
0,888,"[11.005849762698723, 1.7216837668049851, -154.6968107531755, -11.36733849767907]"
0,889,"[11.32100950719425, 1.7467545468079797, -154.39835470736313, -11.355129423291178]"
0,890,"[11.106738430805315, 1.7297094034767762, -154.6012692588182, -11.363430139218567]"
0,891,"[11.170672139502186, 1.7347952939609192, -154.54072408379167, -11.360953390779063]"
0,892,"[11.01279528960339, 1.722236279554704, -154.69023334431458, -11.367069432685447]"
0,893,"[10.639221342189176, 1.699356422907583, -155.04841495968248, -11.381721727546816]"
0,894,"[10.366000109672658, 1.6774294961586582, -155.30695600739293, -11.39229798133061]"
0,895,"[10.781059013529429, 1.710739375107419, -155.08557570367003, -11.49384325537838]"
0,896,"[10.512418023850959, 1.6891800283166003, -155.13668802956838, -11.386630218966097]"
0,897,"[10.274251131692774, 1.6700663307819261, -155.5657233606318, -11.513853101299784]"
0,898,"[9.913406707809266, 1.6411073469673236, -155.70333284132158, -11.409817639795259]"
0,899,"[9.677791914619924, 1.6164766794111107, -155.9172852091477, -11.41857268967356]"
0,900,"[9.579888761200934, 1.6086858496096597, -156.010001720767, -11.422366700892118]"
0,901,"[5.037396978960889, -2.7978800628079457, -160.7762407395638, -14.214685204420746]"
0,902,"[5.781158765251156, -2.7386938028413006, -160.07104314134486, -14.1852871385889]"
0,903,"[6.293252730347508, -2.697942950748297, -159.58550134435416, -14.165046017875929]"
0,904,"[8.707906985960955, -0.37669238064097427, -158.56432609336068, -13.516867913074579]"
0,905,"[8.501258336150068, -0.3863273511486593, -158.77037674707515, -13.525302342528539]"
0,906,"[8.255790654171275, -0.40603379918974414, -158.97607436688762, -13.534807568593562]"
0,907,"[5.637236541746905, -2.2327820369276887, -164.36568776181795, -16.256708151415282]"
0,908,"[5.219874077049182, -2.2662884099808034, -164.56952860614177, -16.15536626748663]"
0,909,"[5.88493843147176, -2.2128962239351537, -163.9405890537062, -16.129613031925786]"
0,910,"[10.253186364306124, 1.661803964406852, -155.3183955575021, -11.403844332783606]"
0,911,"[10.015452335393524, 1.642718383565425, -155.54321640791864, -11.41305008919906]"
0,912,"[10.259173256367324, 1.6622845994801967, -155.51710281232263, -11.521615942748527]"
0,913,"[9.856593357202588, 1.6299649890071548, -155.69344652321405, -11.419201573125543]"
0,914,"[10.58425413608839, 1.6883824931569975, -155.0053106434995, -11.391024421061358]"
0,915,"[10.9138445160308, 1.714842415069397, -154.69362287273026, -11.37826171826906]"
0,916,"[10.962118298618156, 1.7187178938315526, -154.81911400003858, -11.49384334819631]"
0,917,"[10.648395990446403, 1.6935318802778416, -155.1161489087959, -11.506234047988393]"
0,918,"[10.530944238791424, 1.6841027088990888, -155.22735321090474, -11.510872893734785]"
0,919,"[10.432829294643573, 1.6762259202590648, -155.32024926172284, -11.514748017646559]"
0,920,"[10.893906078474359, 1.7132417327288174, -155.08711769347173, -11.614023431309533]"
0,921,"[10.70435634069762, 1.6915976763304976, -155.0531239478332, -11.503604985384394]"
0,922,"[10.801816216939313, 1.6993559263591378, -154.96074508166402, -11.499751435636234]"
0,923,"[10.584798947306115, 1.6820803632938643, -155.16644829083015, -11.50833226784114]"
0,924,"[10.193674302937445, 1.6509450602297622, -155.53718189496493, -11.523797281064299]"
0,925,"[9.767254994569988, 1.617000141162246, -156.11382190937348, -11.659007122821198]"
0,926,"[9.887636930829137, 1.6329076701943475, -156.00345003220275, -11.654318490114902]"
0,927,"[9.562717630452608, 1.6007180354156072, -156.30792642878123, -11.667252744998367]"
0,928,"[9.35560018284271, 1.5842305432720056, -156.50447942926968, -11.675602379436357]"
0,929,"[9.313181890609322, 1.5808538540166406, -156.544734090141, -11.677312410328105]"
0,930,"[9.129719325554458, 1.572039855348823, -156.72215722452478, -11.684849401924598]"
0,931,"[9.289580135459268, 1.5848781614003302, -156.57056671778707, -11.678409788627501]"
0,932,"[9.720368920599867, 1.6194744972407722, -156.16206453219658, -11.661056484896065]"
0,933,"[9.47342224761579, 1.599642388495303, -156.39623556709336, -11.671004145488858]"
0,934,"[9.310003988321908, 1.5865183862556758, -156.55119948070862, -11.677587062190982]"
0,935,"[9.032782208411957, 1.5642549055642747, -156.81407935802375, -11.688754283608263]"
0,936,"[8.869255265639216, 1.5511221750330468, -157.14257394656158, -11.81436052923193]"
0,937,"[8.804309254301844, 1.5514610051320352, -157.2072942955899, -11.817159302864233]"
0,938,"[8.601873089368562, 1.5350610600635473, -157.39933881417716, -11.82546409637849]"
0,939,"[8.858612861999596, 1.555860299020839, -156.94915024639616, -11.695901836044051]"
0,940,"[7.930214016500371, 1.4806479965508093, -157.62023186170117, -11.613497114978893]"
0,941,"[7.888226819780357, 1.4772464910934469, -157.83451897403123, -11.734961688162752]"
0,942,"[7.618159255784197, 1.4600822886240048, -158.09242849046558, -11.74592495201577]"
0,943,"[7.139822913148615, 1.4209947978068591, -158.54503049691968, -11.765164239056286]"
0,944,"[6.987930504847365, 1.4085828345385938, -158.68875114416028, -11.77127354203436]"
0,945,"[6.710881922060487, 1.3859436725716858, -158.95089460531503, -11.782416783166815]"
0,946,"[6.556710201256988, 1.373345454154982, -159.09677193880316, -11.78861776294963]"
0,947,"[7.265637680930603, 1.4312758137824453, -158.4259845218095, -11.760103811454327]"
0,948,"[7.081844960708642, 1.4162571007481164, -158.5998892547967, -11.767496184947891]"
0,949,"[6.92108461097376, 1.403120489259638, -158.7520007511705, -11.773962167641663]"
0,950,"[6.85591085599258, 1.3977947836372941, -158.60346515727807, -11.655977818593456]"
0,951,"[7.386392292804905, 1.4369772823448252, -158.30520614178502, -11.75496974247442]"
0,952,"[6.91329966359162, 1.39863712514626, -158.71890228208775, -11.774019333250722]"
0,953,"[6.032547029957934, 1.3272595717002895, -159.7642621637371, -11.930693013036748]"
0,954,"[2.1322780449229426, -2.2031694547511447, -165.95535912851443, -15.287020332849107]"
0,955,"[2.1456713106729137, -2.2020840438135236, -166.143814506649, -15.407176606891372]"
0,956,"[2.2732402828128553, -2.1883446875536934, -165.83287814414513, -15.281812164480131]"
0,957,"[1.4905586961622397, -2.252324612305946, -166.57346936476966, -15.31330377756161]"
0,958,"[3.2063788264101634, -2.1120657322019136, -164.94992110925196, -15.244266835105346]"
0,959,"[3.2928508143341997, -2.104997121703188, -165.04269238885013, -15.360606349893187]"
0,960,"[5.555291358805249, 0.10587503843479579, -161.62548658675763, -13.369989709779189]"
0,961,"[5.419899545279419, 0.09480750064011846, -161.75359741771607, -13.375437271953482]"
