i,j,x,y,yaw
0,680,0.01455,0.10995,-0.02987
0,681,0.01455,0.10995,-0.02987
0,682,0.01302,0.10907,-0.02695
0,683,0.01302,0.10907,-0.02695
0,684,0.01302,0.10907,-0.02695
0,685,0.01302,0.10907,-0.02695
0,686,0.01302,0.10907,-0.02695
0,687,0.01302,0.10907,-0.02695
0,688,0.01302,0.10907,-0.02695
0,689,0.01302,0.10907,-0.02695
0,690,0.01302,0.10907,-0.02695
0,691,0.01357,0.10939,-0.03224
0,692,0.01357,0.10939,-0.03224
0,693,0.01357,0.10939,-0.03224
0,694,0.01357,0.10939,-0.03224
0,695,0.01376,0.10988,-0.03401
0,696,0.01376,0.10988,-0.03401
0,697,0.01376,0.10988,-0.03401
0,698,0.01386,0.10956,-0.01143
0,699,0.01386,0.10956,-0.01143
0,700,0.01386,0.10956,-0.01143
0,701,0.01451,0.10988,-0.03401
0,702,0.01451,0.10988,-0.03401
0,703,0.01451,0.10988,-0.03401
0,704,0.01451,0.10988,-0.03401
0,705,0.01451,0.10988,-0.03401
0,706,0.01451,0.10988,-0.03401
0,707,0.01459,0.10955,-0.01147
0,708,0.01459,0.10955,-0.01147
0,709,0.01459,0.10955,-0.01147
0,710,0.01459,0.10955,-0.01147
0,711,0.01459,0.10955,-0.01147
0,712,0.01459,0.10955,-0.01147
0,713,0.01459,0.10955,-0.01147
0,714,0.01459,0.10955,-0.01147
0,715,0.01459,0.10955,-0.01147
0,716,0.01459,0.10955,-0.01147
0,717,0.01459,0.10955,-0.01147
0,718,0.01459,0.10955,-0.01147
0,719,0.01459,0.10955,-0.01147
0,720,0.01379,0.10883,-0.02986
0,721,0.01379,0.10883,-0.02986
0,722,0.01379,0.10883,-0.02986
0,723,0.01511,0.10957,-0.02306
0,724,0.01511,0.10957,-0.02306
0,725,0.01511,0.10957,-0.02306
0,726,0.01511,0.10957,-0.02306
0,727,0.01511,0.10957,-0.02306
0,728,0.01511,0.10957,-0.02306
0,729,0.01511,0.10957,-0.02306
0,730,0.01511,0.10957,-0.02306
0,731,0.01511,0.10957,-0.02306
0,732,0.01511,0.10957,-0.02306
0,733,0.01511,0.10957,-0.02306
0,734,0.01511,0.10957,-0.02306
0,735,0.01526,0.10988,-0.03402
0,736,0.01526,0.10988,-0.03402
0,737,0.01526,0.10988,-0.03402
0,738,0.01533,0.10955,-0.01152
0,739,0.01533,0.10955,-0.01152
0,740,0.01533,0.10955,-0.01152
0,741,0.01533,0.10955,-0.01152
0,742,0.01533,0.10955,-0.01152
0,743,0.01533,0.10955,-0.01152
0,744,0.01533,0.10955,-0.01152
0,745,0.01533,0.10955,-0.01152
0,746,0.01533,0.10955,-0.01152
0,747,0.01533,0.10955,-0.01152
0,748,0.01574,0.10953,-0.02977
0,749,0.01574,0.10953,-0.02977
0,750,0.01574,0.10953,-0.02977
0,751,0.01574,0.10953,-0.02977
0,752,0.01574,0.10953,-0.02977
0,753,0.01574,0.10953,-0.02977
0,754,0.01554,0.1097,-0.07073
0,755,0.01554,0.1097,-0.07073
0,756,0.01554,0.1097,-0.07073
0,757,0.01554,0.1097,-0.07073
0,758,0.01554,0.1097,-0.07073
0,759,0.01554,0.1097,-0.07073
0,760,0.01698,0.11044,-0.06932
0,761,0.01698,0.11044,-0.06932
0,762,0.01698,0.11044,-0.06932
0,763,0.01698,0.11044,-0.06932
0,764,0.01698,0.11044,-0.06932
0,765,0.01698,0.11044,-0.06932
0,766,0.016,0.10988,-0.03402
0,767,0.016,0.10988,-0.03402
0,768,0.016,0.10988,-0.03402
0,769,0.016,0.10988,-0.03402
0,770,0.016,0.10988,-0.03402
0,771,0.016,0.10988,-0.03402
0,772,0.016,0.10988,-0.03402
0,773,0.01591,0.11006,-0.0427
0,774,0.01591,0.11006,-0.0427
0,775,0.01591,0.11006,-0.0427
0,776,0.01622,0.10944,-0.08083
0,777,0.01622,0.10944,-0.08083
0,778,0.01622,0.10944,-0.08083
0,779,0.01629,0.1097,-0.07129
0,780,0.01629,0.1097,-0.07129
0,781,0.01629,0.1097,-0.07129
0,782,0.01629,0.1097,-0.07129
0,783,0.01629,0.1097,-0.07129
0,784,0.01629,0.1097,-0.07129
0,785,0.01773,0.11043,-0.06997
0,786,0.01773,0.11043,-0.06997
0,787,0.01773,0.11043,-0.06997
0,788,0.01773,0.11043,-0.06997
0,789,0.01773,0.11043,-0.06997
0,790,0.01773,0.11043,-0.06997
0,791,0.01773,0.11043,-0.06997
0,792,0.01773,0.11043,-0.06997
0,793,0.01773,0.11043,-0.06997
0,794,0.01773,0.11043,-0.06997
0,795,0.01773,0.11043,-0.06997
0,796,0.01773,0.11043,-0.06997
0,797,0.01773,0.11043,-0.06997
0,798,0.01675,0.10988,-0.03403
0,799,0.01675,0.10988,-0.03403
0,800,0.01675,0.10988,-0.03403
0,801,0.01658,0.10981,-0.03567
0,802,0.01658,0.10981,-0.03567
0,803,0.01658,0.10981,-0.03567
0,804,0.01713,0.10989,-0.03301
0,805,0.01713,0.10989,-0.03301
0,806,0.01713,0.10989,-0.03301
0,807,0.01713,0.10989,-0.03301
0,808,0.01713,0.10989,-0.03301
0,809,0.01713,0.10989,-0.03301
0,810,0.01713,0.10989,-0.03301
0,811,0.01713,0.10989,-0.03301
0,812,0.01713,0.10989,-0.03301
0,813,0.01713,0.10989,-0.03301
0,814,0.01713,0.10989,-0.03301
0,815,0.01713,0.10989,-0.03301
0,816,0.01713,0.10989,-0.03301
0,817,0.01713,0.10989,-0.03301
0,818,0.01713,0.10989,-0.03301
0,819,0.01713,0.10989,-0.03301
0,820,0.01728,0.11035,-0.04223
0,821,0.01728,0.11035,-0.04223
0,822,0.01728,0.11035,-0.04223
0,823,0.0177,0.11022,-0.02295
0,824,0.0177,0.11022,-0.02295
0,825,0.0177,0.11022,-0.02295
0,826,0.01798,0.11028,-0.02985
0,827,0.01798,0.11028,-0.02985
0,828,0.01798,0.11028,-0.02985
0,829,0.01905,0.1107,-0.03
0,830,0.01905,0.1107,-0.03
0,831,0.01905,0.1107,-0.03
0,832,0.01805,0.11014,-0.03234
0,833,0.01805,0.11014,-0.03234
0,834,0.01805,0.11014,-0.03234
0,835,0.01809,0.11031,-0.02285
0,836,0.01809,0.11031,-0.02285
0,837,0.01809,0.11031,-0.02285
0,838,0.01805,0.11014,-0.03234
0,839,0.01805,0.11014,-0.03234
0,840,0.01805,0.11014,-0.03234
0,841,0.01805,0.11014,-0.03234
0,842,0.01805,0.11014,-0.03234
0,843,0.01805,0.11014,-0.03234
0,844,0.01805,0.11014,-0.03234
0,845,0.01805,0.11014,-0.03234
0,846,0.01805,0.11014,-0.03234
0,847,0.01805,0.11014,-0.03234
0,848,0.0183,0.11029,-0.01166
0,849,0.0183,0.11029,-0.01166
0,850,0.0183,0.11029,-0.01166
0,851,0.0185,0.11022,-0.01439
0,852,0.0185,0.11022,-0.01439
0,853,0.0185,0.11022,-0.01439
0,854,0.0188,0.11014,-0.03236
0,855,0.0188,0.11014,-0.03236
0,856,0.0188,0.11014,-0.03236
0,857,0.0188,0.11014,-0.03236
0,858,0.0188,0.11014,-0.03236
0,859,0.0188,0.11014,-0.03236
0,860,0.01883,0.11031,-0.02279
0,861,0.01883,0.11031,-0.02279
0,862,0.01883,0.11031,-0.02279
0,863,0.01903,0.11029,-0.01171
0,864,0.01903,0.11029,-0.01171
0,865,0.01903,0.11029,-0.01171
0,866,0.01903,0.11029,-0.01171
0,867,0.01903,0.11029,-0.01171
0,868,0.01903,0.11029,-0.01171
0,869,0.01903,0.11029,-0.01171
0,870,0.01903,0.11029,-0.01171
0,871,0.01903,0.11029,-0.01171
0,872,0.01903,0.11029,-0.01171
0,873,0.01903,0.11029,-0.01171
0,874,0.01903,0.11029,-0.01171
0,875,0.01903,0.11029,-0.01171
0,876,0.01903,0.11029,-0.01171
0,877,0.01903,0.11029,-0.01171
0,878,0.01903,0.11029,-0.01171
0,879,0.01903,0.11029,-0.01171
0,880,0.01903,0.11029,-0.01171
0,881,0.01903,0.11029,-0.01171
0,882,0.01903,0.11029,-0.01171
0,883,0.01903,0.11029,-0.01171
0,884,0.01903,0.11029,-0.01171
0,885,0.01903,0.11029,-0.01171
0,886,0.01903,0.11029,-0.01171
0,887,0.01903,0.11029,-0.01171
0,888,0.01903,0.11029,-0.01171
0,889,0.01903,0.11029,-0.01171
0,890,0.01903,0.11029,-0.01171
0,891,0.01903,0.11029,-0.01171
0,892,0.01903,0.11029,-0.01171
0,893,0.01903,0.11029,-0.01171
0,894,0.01903,0.11029,-0.01171
0,895,0.01903,0.11029,-0.01171
0,896,0.01903,0.11029,-0.01171
0,897,0.01903,0.11029,-0.01171
0,898,0.01903,0.11029,-0.01171
0,899,0.01903,0.11029,-0.01171
0,900,0.01903,0.11029,-0.01171
0,901,0.01823,0.10958,-0.03018
0,902,0.01823,0.10958,-0.03018
0,903,0.01823,0.10958,-0.03018
0,904,0.01957,0.11031,-0.02273
0,905,0.01957,0.11031,-0.02273
0,906,0.01957,0.11031,-0.02273
0,907,0.01975,0.11064,-0.03404
0,908,0.01975,0.11064,-0.03404
0,909,0.01975,0.11064,-0.03404
0,910,0.01977,0.11029,-0.01175
0,911,0.01977,0.11029,-0.01175
0,912,0.01977,0.11029,-0.01175
0,913,0.01977,0.11029,-0.01175
0,914,0.01977,0.11029,-0.01175
0,915,0.01977,0.11029,-0.01175
0,916,0.01977,0.11029,-0.01175
0,917,0.01977,0.11029,-0.01175
0,918,0.01977,0.11029,-0.01175
0,919,0.01977,0.11029,-0.01175
0,920,0.01977,0.11029,-0.01175
0,921,0.01977,0.11029,-0.01175
0,922,0.01977,0.11029,-0.01175
0,923,0.01977,0.11029,-0.01175
0,924,0.01977,0.11029,-0.01175
0,925,0.01977,0.11029,-0.01175
0,926,0.01977,0.11029,-0.01175
0,927,0.01977,0.11029,-0.01175
0,928,0.01977,0.11029,-0.01175
0,929,0.01977,0.11029,-0.01175
0,930,0.01977,0.11029,-0.01175
0,931,0.01977,0.11029,-0.01175
0,932,0.01977,0.11029,-0.01175
0,933,0.01977,0.11029,-0.01175
0,934,0.01977,0.11029,-0.01175
0,935,0.01977,0.11029,-0.01175
0,936,0.01977,0.11029,-0.01175
0,937,0.01977,0.11029,-0.01175
0,938,0.01977,0.11029,-0.01175
0,939,0.01977,0.11029,-0.01175
0,940,0.01977,0.11029,-0.01175
0,941,0.01977,0.11029,-0.01175
0,942,0.01977,0.11029,-0.01175
0,943,0.01977,0.11029,-0.01175
0,944,0.01977,0.11029,-0.01175
0,945,0.01977,0.11029,-0.01175
0,946,0.01977,0.11029,-0.01175
0,947,0.01977,0.11029,-0.01175
0,948,0.01977,0.11029,-0.01175
0,949,0.01977,0.11029,-0.01175
0,950,0.01977,0.11029,-0.01175
0,951,0.01977,0.11029,-0.01175
0,952,0.01977,0.11029,-0.01175
0,953,0.01977,0.11029,-0.01175
0,954,0.02021,0.11027,-0.02992
0,955,0.02021,0.11027,-0.02992
0,956,0.02021,0.11027,-0.02992
0,957,0.02021,0.11027,-0.02992
0,958,0.02021,0.11027,-0.02992
0,959,0.02021,0.11027,-0.02992
0,960,0.02021,0.11041,-0.01927
0,961,0.02021,0.11041,-0.01927
0,962,0.02021,0.11041,-0.01927
0,963,0.02002,0.11045,-0.07461
0,964,0.02002,0.11045,-0.07461
0,965,0.02002,0.11045,-0.07461
0,966,0.01913,0.11005,-0.03089
0,967,0.01913,0.11005,-0.03089
0,968,0.01913,0.11005,-0.03089
0,969,0.02002,0.11045,-0.07461
0,970,0.02002,0.11045,-0.07461
0,971,0.02002,0.11045,-0.07461
0,972,0.02002,0.11045,-0.07461
0,973,0.02002,0.11045,-0.07461
0,974,0.02002,0.11045,-0.07461
0,975,0.02002,0.11045,-0.07461
0,976,0.02002,0.11045,-0.07461
0,977,0.02002,0.11045,-0.07461
0,978,0.01913,0.11005,-0.03089
0,979,0.01913,0.11005,-0.03089
0,980,0.01913,0.11005,-0.03089
0,981,0.01913,0.11005,-0.03089
0,982,0.01913,0.11005,-0.03089
0,983,0.01913,0.11005,-0.03089
0,984,0.01913,0.11005,-0.03089
0,985,0.02002,0.11045,-0.07461
0,986,0.02002,0.11045,-0.07461
0,987,0.02002,0.11045,-0.07461
0,988,0.02002,0.11045,-0.07461
0,989,0.02002,0.11045,-0.07461
0,990,0.02002,0.11045,-0.07461
0,991,0.02051,0.11028,-0.0118
0,992,0.02051,0.11028,-0.0118
0,993,0.02051,0.11028,-0.0118
0,994,0.02051,0.11028,-0.0118
0,995,0.02051,0.11028,-0.0118
0,996,0.02051,0.11028,-0.0118
0,997,0.02051,0.11028,-0.0118
0,998,0.02051,0.11028,-0.0118
0,999,0.02051,0.11028,-0.0118
